L.Ankle	L.Ankle	L.Ankle	L.Ankle.Med	L.Ankle.Med	L.Ankle.Med	L.ASIS	L.ASIS	L.ASIS	L.Heel	L.Heel	L.Heel	L.Knee	L.Knee	L.Knee	L.Knee.Med	L.Knee.Med	L.Knee.Med	L.Shank	L.Shank	L.Shank	L.Thigh	L.Thigh	L.Thigh	L.Toe	L.Toe	L.Toe	R.Ankle	R.Ankle	R.Ankle	R.Ankle.Med	R.Ankle.Med	R.Ankle.Med	R.ASIS	R.ASIS	R.ASIS	R.Heel	R.Heel	R.Heel	R.Knee	R.Knee	R.Knee	R.Knee.Med	R.Knee.Med	R.Knee.Med	R.Shank	R.Shank	R.Shank	R.Thigh	R.Thigh	R.Thigh	R.Toe	R.Toe	R.Toe	V.Sacral	V.Sacral	V.Sacral	FRAMES	TIME
X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	X
-0.03931	0.490936	0.11731	-0.003564	0.409986	0.123443	0.143914	0.413826	1.035684	-0.100586	0.436081	0.077241	0.053357	0.461549	0.52938	0.074545	0.362383	0.4945	0.054575	0.462722	0.360967	0.149607	0.428179	0.677385	0.161274	0.487805	0.053807	-0.031321	0.093401	0.110018	0.033201	0.159408	0.121647	0.134388	0.142161	1.032823	-0.077926	0.162068	0.085983	0.023853	0.110819	0.521615	0.05792	0.206671	0.500348	0.043041	0.1112	0.343838	0.122442	0.136916	0.634179	0.160921	0.055103	0.053381	-0.088857	0.284747	1.014339	1	0
-0.039319	0.490927	0.117318	-0.003558	0.409971	0.123527	0.143934	0.413819	1.035672	-0.100585	0.436101	0.077197	0.053343	0.46149	0.52936	0.074525	0.362348	0.494479	0.054567	0.462734	0.360966	0.149558	0.428073	0.677321	0.161295	0.487797	0.053779	-0.031321	0.093375	0.110004	0.03316	0.159386	0.121643	0.134424	0.142099	1.032804	-0.077951	0.16201	0.086009	0.023805	0.110782	0.521623	0.057896	0.206707	0.500357	0.043037	0.11122	0.343827	0.122468	0.136903	0.634239	0.160915	0.055119	0.053368	-0.088868	0.284748	1.014384	2	0.003333
-0.03931	0.490937	0.117279	-0.00351	0.409925	0.123526	0.143954	0.41382	1.035667	-0.100572	0.436076	0.077195	0.053347	0.461496	0.529352	0.074453	0.362309	0.49443	0.054553	0.462702	0.360966	0.149554	0.428067	0.677334	0.161286	0.48779	0.053793	-0.031299	0.093383	0.110008	0.033152	0.159405	0.121652	0.134446	0.142074	1.032802	-0.07794	0.161997	0.085952	0.023816	0.1108	0.521593	0.057889	0.206692	0.500346	0.042988	0.111198	0.343813	0.122571	0.136785	0.634263	0.160936	0.055081	0.053352	-0.088845	0.284683	1.014342	3	0.006667
-0.03927	0.490897	0.11727	-0.003613	0.410117	0.123652	0.143922	0.413742	1.03565	-0.100578	0.436055	0.077198	0.053354	0.461483	0.52936	0.074459	0.362353	0.494425	0.054584	0.462715	0.360965	0.149558	0.428002	0.677318	0.161287	0.487768	0.053813	-0.031319	0.093351	0.110002	0.033155	0.159402	0.121629	0.134396	0.14208	1.032781	-0.077954	0.162034	0.086035	0.023799	0.110777	0.521548	0.057904	0.206639	0.500404	0.043028	0.111173	0.343848	0.122167	0.136749	0.634116	0.160908	0.055097	0.053368	-0.088873	0.284618	1.014353	4	0.01
-0.039285	0.490871	0.117266	-0.003586	0.410098	0.123696	0.143948	0.413714	1.03564	-0.100558	0.436077	0.077197	0.053318	0.46145	0.529347	0.074452	0.362325	0.494468	0.054531	0.46264	0.360897	0.149507	0.427983	0.677379	0.161294	0.487799	0.053772	-0.031299	0.093366	0.109979	0.033167	0.159347	0.121621	0.134422	0.142016	1.032773	-0.077928	0.162023	0.085944	0.023791	0.110751	0.521543	0.057923	0.206609	0.500378	0.043043	0.111147	0.343839	0.122673	0.136805	0.634334	0.160921	0.055094	0.053366	-0.088842	0.284605	1.014297	5	0.013333
-0.039244	0.490823	0.117231	-0.003532	0.409975	0.123725	0.144001	0.413774	1.035693	-0.100494	0.43602	0.077194	0.053282	0.461457	0.529337	0.074379	0.362416	0.494449	0.054521	0.46264	0.360943	0.1495	0.427969	0.677344	0.161288	0.487825	0.05381	-0.031269	0.093365	0.10999	0.033192	0.159391	0.121705	0.134429	0.142066	1.032807	-0.077853	0.161948	0.085922	0.023872	0.110659	0.521588	0.057956	0.206607	0.500419	0.043052	0.111269	0.343894	0.12265	0.136753	0.63423	0.160932	0.055096	0.053435	-0.088717	0.284482	1.014239	6	0.016667
-0.039252	0.49085	0.117209	-0.003579	0.409932	0.123661	0.143955	0.413712	1.035635	-0.100647	0.436052	0.077259	0.053302	0.461393	0.529319	0.074389	0.362385	0.494489	0.054588	0.462623	0.360937	0.149549	0.427926	0.677341	0.16132	0.487741	0.053788	-0.031484	0.09337	0.109955	0.033226	0.159426	0.121701	0.134447	0.142015	1.032769	-0.078069	0.162009	0.085997	0.023788	0.11078	0.521733	0.057971	0.206554	0.500406	0.042939	0.111212	0.343816	0.122439	0.136867	0.634207	0.16088	0.055043	0.053311	-0.088922	0.284568	1.014419	7	0.02
-0.03923	0.490826	0.117184	-0.003543	0.409996	0.123582	0.143964	0.413692	1.035615	-0.100634	0.436093	0.077295	0.053334	0.461343	0.529332	0.074447	0.362393	0.494461	0.054591	0.462569	0.360931	0.149575	0.427927	0.677369	0.16132	0.487795	0.053769	-0.031492	0.093397	0.109966	0.033213	0.159379	0.12167	0.134442	0.142011	1.03276	-0.078088	0.162057	0.086008	0.023773	0.110755	0.521729	0.057945	0.206546	0.500409	0.042935	0.111221	0.343789	0.122307	0.136797	0.63417	0.160895	0.055079	0.053305	-0.088941	0.284516	1.01442	8	0.023333
-0.039245	0.490852	0.117233	-0.003586	0.409944	0.123642	0.143974	0.413687	1.035604	-0.100635	0.436105	0.077266	0.053319	0.461362	0.529339	0.074434	0.362328	0.494422	0.05458	0.462621	0.360938	0.149553	0.427899	0.677385	0.161333	0.487767	0.053788	-0.031503	0.09338	0.109957	0.033219	0.159404	0.121701	0.134483	0.141989	1.032783	-0.078131	0.162006	0.085978	0.023794	0.110785	0.521712	0.05791	0.20657	0.500423	0.042922	0.111206	0.343796	0.122262	0.136872	0.634098	0.160902	0.05502	0.053345	-0.088956	0.284469	1.014382	9	0.026667
-0.039246	0.490841	0.117227	-0.003553	0.409975	0.123587	0.143949	0.413649	1.035568	-0.100643	0.436106	0.077306	0.053315	0.461327	0.52932	0.074455	0.362303	0.494486	0.054652	0.462622	0.361018	0.149542	0.427883	0.677377	0.161332	0.487795	0.053773	-0.031502	0.093413	0.109941	0.033212	0.159386	0.121718	0.134489	0.141944	1.032762	-0.07811	0.162053	0.085987	0.023776	0.110728	0.52178	0.057955	0.206485	0.500418	0.042931	0.111217	0.343815	0.122209	0.136884	0.634125	0.160887	0.055026	0.053331	-0.088957	0.284464	1.014405	10	0.03
-0.039221	0.4908	0.117186	-0.003592	0.409954	0.123569	0.143977	0.41364	1.035584	-0.10063	0.436112	0.077329	0.053303	0.461321	0.5293	0.074422	0.362337	0.494495	0.054616	0.462603	0.361015	0.149527	0.427851	0.67733	0.161333	0.487775	0.053772	-0.031545	0.09339	0.109955	0.033185	0.159394	0.121692	0.13458	0.141859	1.032819	-0.078068	0.161963	0.085866	0.02377	0.110731	0.521744	0.057887	0.206486	0.500433	0.042913	0.111196	0.343796	0.122351	0.136888	0.634191	0.160887	0.055039	0.05333	-0.088969	0.284406	1.014438	11	0.033333
-0.039244	0.490854	0.117233	-0.003585	0.409941	0.123671	0.143955	0.413594	1.035545	-0.100631	0.436105	0.077289	0.053302	0.461279	0.529293	0.074398	0.362363	0.494425	0.05463	0.462596	0.361017	0.149544	0.427857	0.677427	0.161355	0.487772	0.053782	-0.031569	0.093385	0.109991	0.033203	0.159372	0.121687	0.134475	0.141907	1.032747	-0.078124	0.162019	0.085942	0.023794	0.110719	0.52173	0.057953	0.206427	0.500434	0.042887	0.111219	0.343772	0.122131	0.136725	0.634166	0.160899	0.055032	0.053291	-0.088922	0.284411	1.014391	12	0.036667
-0.039218	0.490824	0.117198	-0.003522	0.409955	0.123599	0.143957	0.413575	1.035545	-0.100615	0.436133	0.077293	0.053313	0.461281	0.529295	0.074403	0.362337	0.494444	0.05464	0.462586	0.361029	0.149516	0.427763	0.677366	0.161353	0.487777	0.053776	-0.031524	0.093371	0.109948	0.033216	0.159419	0.121713	0.134484	0.141874	1.032744	-0.078121	0.162007	0.08594	0.023746	0.110659	0.521697	0.057941	0.206425	0.500425	0.04292	0.111175	0.343778	0.122449	0.136812	0.63425	0.160903	0.05503	0.053315	-0.088977	0.28435	1.014413	13	0.04
-0.039221	0.490801	0.117207	-0.00357	0.409968	0.123585	0.143947	0.413572	1.035551	-0.100633	0.436112	0.077305	0.053319	0.46126	0.529338	0.074461	0.3623	0.494485	0.054628	0.462596	0.361036	0.149514	0.427773	0.677352	0.161333	0.487762	0.053789	-0.031554	0.093392	0.109974	0.033197	0.159395	0.12173	0.134537	0.141834	1.032744	-0.078139	0.162061	0.085987	0.023746	0.110687	0.521727	0.057913	0.206386	0.500411	0.042911	0.111155	0.34379	0.121903	0.136633	0.634058	0.160875	0.055051	0.053311	-0.088963	0.284303	1.014393	14	0.043333
-0.039235	0.490826	0.117207	-0.003559	0.409979	0.123562	0.143926	0.413559	1.035565	-0.100652	0.436152	0.077316	0.053295	0.461277	0.529291	0.074458	0.36228	0.494446	0.05463	0.462541	0.360963	0.149526	0.427785	0.677371	0.161326	0.487768	0.05377	-0.031556	0.093362	0.109941	0.033203	0.15943	0.121741	0.134521	0.141835	1.032728	-0.078146	0.162062	0.086023	0.023762	0.110689	0.52177	0.057891	0.206406	0.50044	0.042904	0.1112	0.343808	0.122245	0.136821	0.634172	0.160879	0.055035	0.053317	-0.088975	0.284293	1.014425	15	0.046667
-0.039217	0.490825	0.117192	-0.003576	0.40996	0.123576	0.143927	0.413525	1.035552	-0.100635	0.436104	0.077315	0.053311	0.461279	0.529309	0.07444	0.36228	0.494439	0.054654	0.462564	0.361025	0.149549	0.427769	0.677352	0.161329	0.487785	0.053774	-0.031549	0.093381	0.109958	0.033209	0.159406	0.121715	0.134537	0.14177	1.032772	-0.07814	0.162047	0.085981	0.023744	0.110707	0.521717	0.057862	0.206397	0.500402	0.042921	0.111141	0.343788	0.122424	0.13672	0.634214	0.160889	0.05502	0.053327	-0.088949	0.284234	1.014363	16	0.05
-0.039226	0.490815	0.117194	-0.003539	0.410007	0.123612	0.143917	0.413498	1.035557	-0.100668	0.436147	0.077287	0.053308	0.461257	0.529331	0.074393	0.362265	0.494336	0.054669	0.462548	0.361004	0.149558	0.427786	0.677406	0.161339	0.487774	0.053761	-0.031569	0.0934	0.109975	0.033188	0.159342	0.121686	0.134535	0.141759	1.032756	-0.078155	0.162025	0.085974	0.023772	0.110667	0.521706	0.05788	0.206373	0.500399	0.042903	0.11114	0.34378	0.12238	0.13676	0.634209	0.160886	0.055015	0.053327	-0.088933	0.284197	1.014365	17	0.053333
-0.039221	0.490854	0.117225	-0.003578	0.410006	0.123617	0.143952	0.413518	1.035615	-0.100634	0.436114	0.07729	0.053296	0.461239	0.529318	0.074476	0.362213	0.494443	0.054626	0.462513	0.360953	0.149527	0.427776	0.677361	0.161342	0.487757	0.053769	-0.031554	0.093385	0.109932	0.033179	0.159386	0.121681	0.134557	0.141736	1.032781	-0.078132	0.16202	0.085976	0.023731	0.110647	0.521732	0.057849	0.206374	0.500401	0.04292	0.111164	0.343804	0.122315	0.136684	0.634144	0.160907	0.055017	0.053332	-0.088959	0.284176	1.014361	18	0.056667
-0.039228	0.49081	0.117233	-0.003548	0.40994	0.1236	0.14394	0.413471	1.035558	-0.100654	0.436106	0.077297	0.053326	0.461223	0.529326	0.074511	0.362251	0.494502	0.054654	0.462544	0.361005	0.149553	0.427731	0.677383	0.161343	0.487769	0.053754	-0.031556	0.093363	0.109935	0.033168	0.159371	0.121718	0.134565	0.141701	1.032754	-0.078131	0.162042	0.085943	0.023766	0.110639	0.521753	0.057853	0.206385	0.50042	0.042884	0.111148	0.343769	0.122344	0.136768	0.634171	0.160896	0.055051	0.053313	-0.088954	0.284178	1.014366	19	0.06
-0.039228	0.490803	0.117205	-0.003561	0.409902	0.123606	0.143911	0.413442	1.035566	-0.100636	0.436135	0.077294	0.053311	0.461192	0.529293	0.074427	0.362258	0.494444	0.054617	0.462536	0.361002	0.149547	0.427716	0.677376	0.161337	0.487776	0.053759	-0.031569	0.093375	0.109953	0.033175	0.1594	0.121728	0.134562	0.141709	1.032769	-0.078151	0.162037	0.085996	0.02371	0.110636	0.521775	0.0579	0.206341	0.500452	0.042914	0.111123	0.343775	0.122186	0.136644	0.633989	0.160904	0.055038	0.053302	-0.088957	0.28413	1.014347	20	0.063333
-0.039234	0.490805	0.11723	-0.003548	0.409948	0.123549	0.14387	0.413416	1.035549	-0.100655	0.436134	0.077338	0.053329	0.461189	0.529311	0.074445	0.362275	0.494432	0.054621	0.462503	0.360963	0.149532	0.427695	0.677357	0.161333	0.487776	0.053788	-0.031581	0.093374	0.109946	0.033204	0.159376	0.121696	0.134571	0.141651	1.032779	-0.078166	0.162061	0.086009	0.023732	0.110613	0.521697	0.057857	0.20632	0.500432	0.042912	0.111123	0.343783	0.122384	0.136681	0.634252	0.160869	0.055018	0.053299	-0.088965	0.284078	1.014331	21	0.066667
-0.039216	0.490812	0.117235	-0.003548	0.409901	0.123609	0.143872	0.413408	1.035559	-0.100638	0.436131	0.077287	0.053347	0.461176	0.529302	0.074534	0.362215	0.494492	0.054629	0.462471	0.360953	0.149517	0.427651	0.677335	0.161335	0.487778	0.053786	-0.03157	0.093334	0.109913	0.033196	0.159391	0.121727	0.13457	0.141642	1.03274	-0.07815	0.16202	0.085956	0.023765	0.11061	0.521755	0.057854	0.206298	0.500435	0.0429	0.111122	0.343747	0.122284	0.136614	0.634122	0.160901	0.055025	0.053314	-0.088994	0.284038	1.014351	22	0.07
-0.039226	0.490804	0.117228	-0.00356	0.409925	0.123564	0.143851	0.413403	1.035568	-0.100648	0.436099	0.077296	0.053332	0.461132	0.529276	0.074515	0.362215	0.494477	0.054689	0.462522	0.361022	0.149534	0.427666	0.677398	0.161338	0.487784	0.053785	-0.031547	0.09335	0.109897	0.033187	0.15939	0.121709	0.134531	0.141654	1.032734	-0.078161	0.16204	0.085962	0.023792	0.110598	0.521686	0.057886	0.206321	0.500428	0.042868	0.111114	0.343735	0.122271	0.136693	0.634012	0.1609	0.055039	0.053318	-0.088977	0.284048	1.014331	23	0.073333
-0.039207	0.490788	0.117209	-0.003559	0.409949	0.123548	0.14385	0.413368	1.035541	-0.100629	0.436092	0.077266	0.053347	0.461158	0.529327	0.074625	0.362078	0.494507	0.054629	0.462459	0.360964	0.1495	0.427667	0.677394	0.161334	0.487781	0.053773	-0.031577	0.093373	0.109921	0.033106	0.159271	0.121692	0.134553	0.141623	1.03278	-0.07817	0.162071	0.085996	0.023743	0.110576	0.521666	0.057882	0.206321	0.500461	0.042897	0.111127	0.343756	0.122291	0.136635	0.634161	0.160904	0.055003	0.053301	-0.088977	0.284021	1.014319	24	0.076667
-0.039205	0.4908	0.117199	-0.003553	0.40988	0.123581	0.143834	0.413368	1.035535	-0.100671	0.436097	0.07733	0.053344	0.461103	0.529283	0.074434	0.362273	0.494384	0.054628	0.462425	0.360943	0.149503	0.427618	0.677378	0.161347	0.487775	0.053795	-0.031567	0.093313	0.109894	0.033192	0.159382	0.121713	0.134556	0.141617	1.032709	-0.078157	0.162	0.085936	0.023747	0.110556	0.521715	0.057824	0.206295	0.500439	0.042915	0.111089	0.343762	0.121816	0.136449	0.634021	0.160912	0.055021	0.053345	-0.089009	0.283989	1.014316	25	0.08
-0.039221	0.490832	0.117223	-0.003542	0.409858	0.123617	0.143818	0.4134	1.03554	-0.100653	0.4361	0.077302	0.053364	0.461105	0.529301	0.074458	0.362185	0.494423	0.054679	0.46241	0.360961	0.149478	0.427592	0.677374	0.16135	0.487785	0.053771	-0.03156	0.093357	0.109931	0.03321	0.15938	0.121766	0.1346	0.141584	1.032788	-0.078133	0.162027	0.085925	0.023766	0.110547	0.521741	0.057822	0.20631	0.500426	0.042897	0.111114	0.343752	0.121932	0.136563	0.634047	0.160887	0.055016	0.053339	-0.088995	0.283971	1.014301	26	0.083333
-0.039216	0.490785	0.117207	-0.003533	0.409929	0.123602	0.143799	0.413353	1.03555	-0.100628	0.436118	0.07732	0.053357	0.461127	0.529325	0.074468	0.362199	0.494428	0.054655	0.462431	0.360978	0.149503	0.427573	0.677402	0.161341	0.48778	0.053784	-0.031539	0.093364	0.109945	0.033198	0.159347	0.121693	0.134583	0.14154	1.032793	-0.078159	0.16202	0.08592	0.023711	0.110502	0.521722	0.057852	0.206334	0.500403	0.042914	0.111096	0.343754	0.122024	0.136496	0.634216	0.160903	0.055023	0.053329	-0.089019	0.283885	1.014287	27	0.086667
-0.039244	0.490791	0.117239	-0.00356	0.409931	0.12354	0.143754	0.413313	1.035511	-0.100667	0.436105	0.077301	0.053341	0.461119	0.529304	0.074505	0.362187	0.494445	0.054684	0.462434	0.360994	0.149482	0.42756	0.677366	0.161347	0.487759	0.053783	-0.03156	0.093358	0.10992	0.033148	0.159379	0.121699	0.134539	0.141565	1.032765	-0.078137	0.162005	0.085903	0.023731	0.110535	0.521722	0.057856	0.20626	0.500455	0.042881	0.111092	0.343778	0.122261	0.136523	0.634187	0.160909	0.055033	0.053334	-0.089037	0.283859	1.0143	28	0.09
-0.039207	0.490777	0.117221	-0.003547	0.409905	0.123583	0.143773	0.413331	1.035546	-0.100656	0.43609	0.077319	0.053369	0.461071	0.529262	0.074571	0.362147	0.494458	0.054681	0.462385	0.360939	0.149463	0.427521	0.677348	0.161364	0.487781	0.05379	-0.031585	0.093342	0.109903	0.033166	0.159401	0.121702	0.134564	0.141519	1.032775	-0.078157	0.162046	0.085936	0.023764	0.110515	0.521662	0.057847	0.206282	0.500415	0.042913	0.111085	0.343751	0.122058	0.136523	0.634026	0.160877	0.055017	0.053333	-0.089029	0.283847	1.014265	29	0.093333
-0.039217	0.490755	0.117196	-0.003581	0.409848	0.123597	0.143729	0.413302	1.035558	-0.10065	0.43614	0.077329	0.053373	0.461057	0.529298	0.074567	0.362129	0.494487	0.054682	0.462393	0.36095	0.149451	0.427537	0.677391	0.161356	0.487775	0.053771	-0.031581	0.093327	0.109943	0.033193	0.159336	0.121704	0.134549	0.141534	1.03276	-0.078165	0.162008	0.085936	0.023765	0.1105	0.521722	0.057837	0.206273	0.500426	0.042905	0.111075	0.343764	0.121869	0.136446	0.634015	0.160922	0.055026	0.053316	-0.089059	0.283852	1.014318	30	0.096667
-0.039227	0.49077	0.117227	-0.003555	0.409869	0.123653	0.143698	0.413255	1.03552	-0.100645	0.436083	0.077298	0.053355	0.461038	0.529295	0.07456	0.362116	0.49443	0.054678	0.462401	0.360954	0.149451	0.42753	0.67739	0.161343	0.487745	0.053789	-0.031579	0.093388	0.109936	0.033195	0.15938	0.121731	0.134607	0.141467	1.032794	-0.078158	0.162028	0.085944	0.023754	0.110488	0.52171	0.057889	0.206223	0.500497	0.04293	0.111073	0.343785	0.122315	0.136573	0.634118	0.160899	0.05502	0.053316	-0.089057	0.283814	1.014307	31	0.1
-0.039218	0.490764	0.117215	-0.003558	0.409893	0.1236	0.143707	0.413301	1.035517	-0.100662	0.436103	0.077297	0.05337	0.461056	0.529299	0.074481	0.362154	0.494359	0.054686	0.462375	0.36091	0.149473	0.42755	0.677396	0.161341	0.487776	0.053771	-0.031603	0.093334	0.109956	0.033208	0.159328	0.12169	0.134543	0.141537	1.032749	-0.078135	0.162007	0.085943	0.023758	0.11053	0.521722	0.057811	0.206222	0.500435	0.042885	0.111107	0.343737	0.122381	0.136583	0.634236	0.160896	0.055058	0.053315	-0.08905	0.283795	1.014253	32	0.103333
-0.039214	0.490759	0.117194	-0.00355	0.409893	0.12356	0.143656	0.413261	1.035513	-0.100662	0.436117	0.077268	0.053376	0.461033	0.529305	0.07452	0.362124	0.494368	0.054685	0.462371	0.360941	0.149465	0.42752	0.67744	0.161347	0.487768	0.053757	-0.031588	0.093386	0.109939	0.033172	0.159343	0.121668	0.134582	0.141468	1.032801	-0.078098	0.161996	0.085867	0.023769	0.110454	0.521661	0.057862	0.206183	0.500489	0.042902	0.111052	0.343762	0.122362	0.136498	0.634197	0.160898	0.05501	0.053318	-0.089053	0.28377	1.014278	33	0.106667
-0.039239	0.490774	0.117236	-0.003513	0.409848	0.123602	0.143686	0.413332	1.035539	-0.100641	0.436127	0.077317	0.05338	0.461011	0.529303	0.074564	0.362143	0.494458	0.054678	0.462348	0.36094	0.149444	0.42749	0.677389	0.161346	0.487781	0.053774	-0.031575	0.093352	0.109946	0.033184	0.159361	0.121679	0.134574	0.141442	1.03279	-0.078155	0.162015	0.085943	0.023771	0.110482	0.521732	0.057839	0.206235	0.500469	0.042913	0.111041	0.343803	0.122394	0.136664	0.634256	0.160899	0.055015	0.053314	-0.089082	0.283712	1.014274	34	0.11
-0.039222	0.490764	0.117209	-0.003534	0.409841	0.123633	0.143646	0.413289	1.035519	-0.100646	0.436107	0.077275	0.053383	0.461019	0.529275	0.07448	0.362171	0.494389	0.054698	0.462362	0.360946	0.149419	0.427491	0.67739	0.161351	0.48776	0.053768	-0.031576	0.093378	0.109934	0.033171	0.159339	0.121687	0.134531	0.141495	1.032737	-0.078147	0.162006	0.085922	0.023745	0.110469	0.521669	0.057804	0.206216	0.50044	0.042906	0.111068	0.343789	0.121928	0.136439	0.634101	0.160909	0.055006	0.053323	-0.089121	0.283667	1.014286	35	0.113333
-0.039223	0.4908	0.11719	-0.003559	0.40986	0.123628	0.143633	0.413291	1.035509	-0.100668	0.436093	0.077262	0.05338	0.461014	0.529303	0.074518	0.36213	0.494419	0.054732	0.4624	0.361	0.149407	0.427453	0.67739	0.161371	0.487741	0.053762	-0.031587	0.093355	0.109929	0.033208	0.159388	0.121727	0.134542	0.141439	1.032764	-0.07816	0.162034	0.085934	0.023767	0.110488	0.52167	0.057864	0.206192	0.500481	0.042891	0.111079	0.343756	0.121932	0.136427	0.633982	0.160903	0.055008	0.053323	-0.089089	0.283667	1.014259	36	0.116667
-0.039216	0.490775	0.117186	-0.003582	0.409843	0.12365	0.143614	0.413243	1.035517	-0.100649	0.436119	0.077284	0.05337	0.461009	0.529288	0.074483	0.362173	0.494366	0.054696	0.462344	0.360962	0.149418	0.427535	0.677482	0.16136	0.487755	0.053751	-0.031567	0.093378	0.109934	0.033195	0.159359	0.121695	0.134554	0.141445	1.03274	-0.078134	0.162009	0.085908	0.023742	0.110439	0.521746	0.057765	0.206223	0.500457	0.042861	0.111051	0.343744	0.122354	0.136594	0.634229	0.160901	0.055017	0.053347	-0.089116	0.283577	1.014215	37	0.12
-0.039224	0.490797	0.117217	-0.003534	0.409906	0.123534	0.143592	0.413245	1.035523	-0.100646	0.436104	0.0773	0.053345	0.460984	0.529272	0.074525	0.362099	0.494405	0.054695	0.462367	0.360961	0.149388	0.427523	0.677452	0.161372	0.487763	0.053766	-0.031583	0.093392	0.109931	0.033183	0.159377	0.121736	0.13458	0.141439	1.032774	-0.078111	0.162	0.085843	0.023771	0.110419	0.52166	0.057792	0.206247	0.500484	0.042904	0.111053	0.343783	0.122017	0.13642	0.634089	0.160922	0.055032	0.053324	-0.089139	0.283624	1.014284	38	0.123333
-0.039216	0.49077	0.117189	-0.003546	0.409919	0.123577	0.14358	0.413262	1.035503	-0.100666	0.436128	0.077339	0.053344	0.460988	0.52931	0.074509	0.362087	0.4944	0.054698	0.462392	0.360999	0.149374	0.427497	0.677398	0.161366	0.487769	0.053786	-0.031581	0.093359	0.109892	0.033196	0.159316	0.12168	0.134586	0.141396	1.032807	-0.078163	0.162024	0.085938	0.023774	0.110451	0.521691	0.057796	0.206186	0.500447	0.042884	0.111051	0.343737	0.122051	0.136468	0.634053	0.160882	0.055009	0.053297	-0.08913	0.28362	1.014264	39	0.126667
-0.039237	0.490794	0.117222	-0.003594	0.409927	0.123537	0.143557	0.413275	1.035495	-0.100672	0.436138	0.077317	0.053351	0.46101	0.529312	0.07452	0.362078	0.494382	0.054676	0.462356	0.360949	0.149371	0.427495	0.6774	0.161337	0.487751	0.053782	-0.031568	0.093347	0.109895	0.033195	0.15941	0.121713	0.134541	0.141418	1.032773	-0.078174	0.162014	0.085939	0.023744	0.110414	0.521681	0.057786	0.206177	0.500478	0.042883	0.111026	0.343749	0.122266	0.136644	0.634163	0.160888	0.054988	0.053327	-0.089185	0.283589	1.014287	40	0.13
-0.03923	0.490784	0.117222	-0.003572	0.409901	0.12357	0.143521	0.413227	1.035496	-0.100668	0.43612	0.077296	0.053293	0.460991	0.529267	0.074544	0.362037	0.494416	0.054681	0.462341	0.360951	0.149367	0.427498	0.677426	0.161356	0.487773	0.05377	-0.031578	0.093391	0.109951	0.033164	0.159387	0.121702	0.134563	0.141439	1.03275	-0.078154	0.162026	0.085954	0.023753	0.11039	0.52173	0.057791	0.206204	0.500444	0.042899	0.111034	0.343787	0.122281	0.136548	0.63419	0.160901	0.055023	0.053345	-0.08916	0.283571	1.014276	41	0.133333
-0.039226	0.490783	0.117227	-0.003553	0.409915	0.123554	0.143511	0.413272	1.035505	-0.100643	0.436115	0.07729	0.053312	0.460984	0.529279	0.074552	0.36199	0.494442	0.054677	0.462395	0.360997	0.14936	0.427539	0.677474	0.161354	0.487768	0.053797	-0.031594	0.093354	0.109941	0.03319	0.15937	0.121762	0.13452	0.141405	1.032727	-0.078186	0.162051	0.085992	0.023773	0.110414	0.521665	0.057887	0.206103	0.500547	0.042883	0.111012	0.34378	0.122025	0.136528	0.634093	0.160896	0.055038	0.053317	-0.089193	0.283524	1.014267	42	0.136667
-0.039204	0.490764	0.117203	-0.003554	0.409926	0.123552	0.143487	0.413241	1.035509	-0.100655	0.436115	0.077257	0.053257	0.460962	0.529295	0.074486	0.362107	0.494388	0.05465	0.462355	0.36098	0.149346	0.427544	0.677421	0.161347	0.4878	0.053778	-0.03161	0.093347	0.109922	0.033207	0.159401	0.121697	0.134555	0.141415	1.032757	-0.078155	0.161985	0.085913	0.023745	0.110389	0.521622	0.057784	0.2062	0.500465	0.042905	0.111024	0.343799	0.122398	0.136496	0.634171	0.160903	0.055012	0.053336	-0.089146	0.283461	1.01424	43	0.14
-0.039241	0.490794	0.117224	-0.003576	0.409829	0.123612	0.14347	0.413282	1.035525	-0.100677	0.436113	0.077319	0.053294	0.460987	0.529295	0.074489	0.362109	0.494403	0.054653	0.462405	0.361024	0.149345	0.427504	0.677436	0.161358	0.487784	0.053801	-0.031584	0.093338	0.109902	0.033181	0.159342	0.121699	0.134611	0.141368	1.03278	-0.078152	0.162051	0.085926	0.023751	0.110374	0.521681	0.057781	0.206195	0.500454	0.042895	0.111005	0.34378	0.121827	0.136433	0.634	0.160902	0.055071	0.053313	-0.089165	0.283473	1.014239	44	0.143333
-0.039226	0.490771	0.11718	-0.003544	0.409913	0.123553	0.143425	0.413218	1.035489	-0.100666	0.436128	0.0773	0.053265	0.46094	0.529269	0.074469	0.362104	0.494412	0.05465	0.462387	0.360989	0.149335	0.427582	0.677484	0.16136	0.487758	0.053799	-0.0316	0.093348	0.109901	0.033185	0.159344	0.121694	0.134592	0.141381	1.032767	-0.078167	0.162065	0.085934	0.023752	0.110382	0.521638	0.057785	0.206144	0.500453	0.04289	0.111015	0.343752	0.122296	0.13655	0.634135	0.160907	0.055024	0.053348	-0.089194	0.283432	1.014273	45	0.146667
