L.Ankle	L.Ankle	L.Ankle	L.Ankle.Med	L.Ankle.Med	L.Ankle.Med	L.ASIS	L.ASIS	L.ASIS	L.Heel	L.Heel	L.Heel	L.Knee	L.Knee	L.Knee	L.Knee.Med	L.Knee.Med	L.Knee.Med	L.Shank	L.Shank	L.Shank	L.Thigh	L.Thigh	L.Thigh	L.Toe	L.Toe	L.Toe	R.Ankle	R.Ankle	R.Ankle	R.Ankle.Med	R.Ankle.Med	R.Ankle.Med	R.ASIS	R.ASIS	R.ASIS	R.Heel	R.Heel	R.Heel	R.Knee	R.Knee	R.Knee	R.Knee.Med	R.Knee.Med	R.Knee.Med	R.Shank	R.Shank	R.Shank	R.Thigh	R.Thigh	R.Thigh	R.Toe	R.Toe	R.Toe	V.Sacral	V.Sacral	V.Sacral	FRAMES	TIME
X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	X
-0.039356	0.490787	0.117255	-0.003577	0.409988	0.123663	0.138255	0.414204	1.036017	-0.100625	0.436113	0.077381	0.04988	0.460391	0.529738	0.071582	0.361727	0.49477	0.052572	0.462125	0.361664	0.146144	0.428145	0.677957	0.161342	0.487815	0.053691	-0.031635	0.093345	0.10982	0.033109	0.159456	0.121711	0.136072	0.141464	1.032392	-0.078248	0.162038	0.085783	0.023898	0.10973	0.521573	0.058425	0.206217	0.500973	0.042981	0.11092	0.34369	0.122461	0.136718	0.633946	0.160917	0.055058	0.053368	-0.091287	0.278366	1.014752	818	2.723333
-0.039353	0.490794	0.117234	-0.003565	0.409998	0.123544	0.138257	0.414235	1.036052	-0.100594	0.436086	0.077424	0.049871	0.460379	0.529744	0.071682	0.361604	0.494845	0.052566	0.462099	0.361663	0.146164	0.42807	0.677881	0.161351	0.487776	0.053685	-0.03163	0.093351	0.109863	0.033083	0.15942	0.121669	0.136086	0.141443	1.032422	-0.078235	0.162017	0.08573	0.023881	0.109682	0.521594	0.058525	0.206222	0.501036	0.042968	0.110888	0.343669	0.122369	0.136663	0.633846	0.160893	0.0551	0.053345	-0.091259	0.278356	1.014688	819	2.726667
-0.039355	0.490781	0.11722	-0.00354	0.409958	0.123604	0.138277	0.41423	1.036034	-0.100597	0.436121	0.077388	0.049878	0.460351	0.52972	0.071669	0.361656	0.494829	0.052549	0.462109	0.36165	0.146167	0.4281	0.677901	0.16134	0.487792	0.053711	-0.031637	0.093382	0.109843	0.033119	0.159392	0.12166	0.136009	0.141511	1.032374	-0.078264	0.162039	0.085805	0.023897	0.109684	0.521572	0.058497	0.206158	0.501005	0.042922	0.110904	0.343658	0.12217	0.136641	0.633901	0.16091	0.05508	0.053355	-0.091275	0.27834	1.014701	820	2.73
-0.039345	0.490779	0.11723	-0.003547	0.409927	0.123643	0.138267	0.414196	1.036032	-0.1006	0.436146	0.077422	0.049879	0.46037	0.529744	0.071743	0.361537	0.494886	0.05255	0.462101	0.361674	0.146173	0.42807	0.677843	0.161347	0.4878	0.053693	-0.031637	0.093323	0.109837	0.032989	0.159271	0.121631	0.136057	0.141457	1.032402	-0.078262	0.162052	0.085861	0.023923	0.109702	0.521562	0.058472	0.206194	0.500988	0.042939	0.110906	0.34366	0.122448	0.136806	0.633967	0.1609	0.055097	0.053362	-0.091277	0.278328	1.014697	821	2.733333
-0.039354	0.490803	0.117233	-0.003554	0.409946	0.123598	0.138262	0.414216	1.036058	-0.100627	0.436099	0.077402	0.049862	0.460355	0.529723	0.071523	0.361771	0.494748	0.052558	0.46213	0.361642	0.146173	0.428096	0.677894	0.161341	0.487796	0.053697	-0.031656	0.093326	0.109828	0.033101	0.159416	0.121671	0.136012	0.141467	1.032374	-0.078225	0.162034	0.085784	0.023915	0.109675	0.521561	0.058477	0.206193	0.501041	0.042945	0.110865	0.343631	0.122486	0.136711	0.633967	0.160912	0.055069	0.05335	-0.091287	0.278299	1.014718	822	2.736667
-0.039357	0.490792	0.117214	-0.003585	0.409964	0.123692	0.138262	0.414173	1.036074	-0.100604	0.436091	0.077362	0.049868	0.460376	0.529739	0.07164	0.361642	0.494734	0.052553	0.462118	0.361659	0.146161	0.428088	0.677856	0.161348	0.487804	0.053712	-0.031621	0.093336	0.109817	0.033084	0.159438	0.121656	0.136032	0.141447	1.032364	-0.078235	0.161996	0.085751	0.023922	0.109681	0.521566	0.058424	0.206177	0.50096	0.042939	0.110888	0.343635	0.122443	0.13676	0.63392	0.160899	0.055064	0.053351	-0.091275	0.278261	1.014687	823	2.74
-0.03937	0.490795	0.117212	-0.00358	0.409969	0.123682	0.138271	0.414216	1.036077	-0.100622	0.436139	0.077391	0.049874	0.460329	0.529767	0.07161	0.361709	0.494794	0.052561	0.462094	0.36166	0.146186	0.428088	0.677887	0.16135	0.487805	0.053696	-0.031623	0.093319	0.109844	0.033079	0.159389	0.121632	0.136047	0.141442	1.032415	-0.078231	0.161974	0.085759	0.023912	0.109652	0.521556	0.058529	0.206149	0.501022	0.042964	0.110862	0.343644	0.122174	0.136606	0.633901	0.160895	0.055076	0.053343	-0.091267	0.278287	1.01469	824	2.743333
-0.039347	0.490798	0.117198	-0.003548	0.409979	0.123649	0.138238	0.41419	1.036065	-0.100624	0.436059	0.077419	0.049872	0.460362	0.529751	0.071643	0.361646	0.494757	0.05255	0.462108	0.361693	0.146225	0.428057	0.677864	0.161346	0.487811	0.05368	-0.031638	0.093362	0.10982	0.033111	0.15942	0.121705	0.136064	0.141374	1.032396	-0.078253	0.162046	0.085812	0.023911	0.109654	0.521603	0.058401	0.206159	0.500999	0.042945	0.110878	0.343626	0.122157	0.13664	0.633898	0.160895	0.055066	0.053345	-0.091271	0.278254	1.014683	825	2.746667
-0.03934	0.490785	0.117217	-0.003536	0.40994	0.123666	0.138234	0.414178	1.036067	-0.100621	0.436092	0.077392	0.049849	0.460332	0.529745	0.071606	0.361694	0.494791	0.05255	0.462093	0.361673	0.146193	0.428054	0.67785	0.161339	0.487809	0.053701	-0.031612	0.093351	0.109815	0.033095	0.159409	0.12166	0.136063	0.141414	1.0324	-0.078274	0.162095	0.085872	0.023932	0.10966	0.521563	0.058527	0.206151	0.501076	0.042976	0.110865	0.343675	0.122197	0.136618	0.633808	0.160895	0.055094	0.053367	-0.091284	0.278247	1.014691	826	2.75
-0.039344	0.490785	0.117232	-0.003532	0.410007	0.123619	0.138209	0.414155	1.036049	-0.10063	0.436076	0.077394	0.049899	0.460309	0.529751	0.07171	0.361586	0.494804	0.052561	0.462089	0.361676	0.146182	0.428038	0.677889	0.161362	0.4878	0.053706	-0.031658	0.093318	0.109854	0.033115	0.159418	0.121685	0.136036	0.141365	1.032409	-0.078242	0.16202	0.0858	0.02394	0.109687	0.521581	0.058472	0.206178	0.501017	0.04298	0.110872	0.343679	0.122055	0.136499	0.633865	0.160917	0.055076	0.053358	-0.091263	0.278236	1.014639	827	2.753333
-0.039345	0.49077	0.11724	-0.003535	0.40999	0.123581	0.138239	0.414194	1.036053	-0.100588	0.436129	0.077408	0.049876	0.460311	0.529721	0.071636	0.36163	0.494814	0.052559	0.462074	0.361656	0.146225	0.428052	0.677872	0.161363	0.487803	0.053709	-0.031631	0.093325	0.10986	0.033111	0.159444	0.121684	0.136054	0.141369	1.032444	-0.078252	0.162032	0.08581	0.023908	0.109644	0.521586	0.05853	0.206118	0.501033	0.042966	0.11085	0.343643	0.122143	0.136539	0.633827	0.160882	0.055077	0.053366	-0.091282	0.278218	1.014672	828	2.756667
-0.03934	0.490745	0.11722	-0.003518	0.409966	0.123669	0.138185	0.414112	1.036036	-0.100596	0.436078	0.077389	0.049896	0.460298	0.529747	0.071638	0.361592	0.494811	0.052581	0.462062	0.361664	0.146176	0.42804	0.677894	0.161339	0.487799	0.053693	-0.031632	0.093324	0.109817	0.033096	0.159312	0.121673	0.136009	0.141368	1.032406	-0.078285	0.162059	0.085838	0.023918	0.109623	0.521595	0.058554	0.206097	0.501078	0.042998	0.110847	0.34366	0.122443	0.136638	0.634038	0.160896	0.055063	0.053351	-0.091299	0.278193	1.01467	829	2.76
-0.039367	0.490791	0.117215	-0.003559	0.409955	0.123567	0.138211	0.41415	1.036046	-0.100608	0.436069	0.077355	0.049904	0.460299	0.529767	0.071723	0.361522	0.494827	0.052579	0.462049	0.361647	0.146185	0.428001	0.677885	0.161345	0.487788	0.05371	-0.031615	0.093328	0.109822	0.033098	0.1594	0.121672	0.136052	0.141337	1.032439	-0.078247	0.162041	0.085837	0.023924	0.10967	0.521634	0.058582	0.20606	0.501091	0.042951	0.110861	0.343654	0.122214	0.136443	0.633977	0.16087	0.055067	0.053342	-0.0913	0.27819	1.014631	830	2.763333
-0.039358	0.490744	0.117224	-0.00356	0.409953	0.123619	0.138196	0.414159	1.036059	-0.100588	0.436077	0.077406	0.049913	0.460289	0.529737	0.071744	0.361511	0.494834	0.052575	0.462049	0.361686	0.146209	0.427978	0.677848	0.161355	0.487809	0.053699	-0.03161	0.093336	0.109814	0.033085	0.159376	0.121669	0.136079	0.14131	1.032447	-0.07824	0.162043	0.085829	0.023904	0.109636	0.521599	0.058593	0.206083	0.50113	0.042974	0.110793	0.343648	0.122394	0.136508	0.633954	0.160892	0.055052	0.05334	-0.091302	0.278153	1.01465	831	2.766667
-0.039345	0.490754	0.117235	-0.003571	0.409985	0.123631	0.13819	0.41414	1.036047	-0.10062	0.436119	0.077434	0.049904	0.460266	0.52975	0.071726	0.36155	0.494892	0.052582	0.462043	0.361686	0.146223	0.427996	0.677912	0.161347	0.48781	0.053713	-0.031639	0.093313	0.109813	0.033087	0.15939	0.121695	0.136074	0.141271	1.03247	-0.078232	0.162023	0.085792	0.023899	0.109608	0.521586	0.058543	0.206116	0.501075	0.042952	0.110858	0.343664	0.122103	0.136524	0.633898	0.160884	0.05504	0.053347	-0.091303	0.278191	1.014629	832	2.77
-0.039322	0.490784	0.117251	-0.003532	0.409947	0.12366	0.138164	0.414129	1.036046	-0.100602	0.436099	0.077409	0.049936	0.46026	0.52976	0.071715	0.361502	0.494809	0.052577	0.462034	0.36164	0.146214	0.427981	0.677891	0.161352	0.487808	0.053712	-0.031616	0.093332	0.109826	0.033128	0.159381	0.121618	0.136087	0.141257	1.032477	-0.078238	0.162033	0.08581	0.023905	0.109615	0.52163	0.058547	0.206083	0.501091	0.042995	0.110842	0.343668	0.122406	0.136453	0.633991	0.160872	0.055068	0.053376	-0.091301	0.27813	1.014637	833	2.773333
-0.039341	0.490773	0.117246	-0.003543	0.410015	0.123606	0.138209	0.414145	1.036073	-0.100593	0.436102	0.077395	0.049925	0.460263	0.529749	0.071715	0.361554	0.494785	0.052597	0.462016	0.361663	0.14622	0.427961	0.67788	0.161331	0.487795	0.053713	-0.031624	0.093344	0.109839	0.033142	0.159355	0.121676	0.136052	0.141272	1.03244	-0.078237	0.161981	0.085778	0.023927	0.109625	0.521587	0.058553	0.206088	0.50114	0.042979	0.110833	0.343667	0.12232	0.136489	0.633897	0.160884	0.055048	0.053327	-0.091306	0.278149	1.014642	834	2.776667
-0.039334	0.490766	0.117257	-0.003567	0.409954	0.123637	0.138186	0.414109	1.036083	-0.100582	0.436089	0.077414	0.049934	0.460259	0.529748	0.071684	0.361517	0.494775	0.05259	0.462009	0.361655	0.146216	0.427928	0.67786	0.161358	0.487788	0.05369	-0.031614	0.093351	0.109848	0.033131	0.15936	0.121658	0.136057	0.141257	1.032505	-0.078218	0.162011	0.085755	0.023925	0.109611	0.521622	0.05861	0.20605	0.501124	0.042991	0.110798	0.343661	0.122101	0.136313	0.63391	0.160897	0.055068	0.053352	-0.091318	0.278102	1.014605	835	2.78
-0.039338	0.490757	0.117261	-0.003538	0.409948	0.123661	0.138179	0.414146	1.036077	-0.100608	0.436078	0.077385	0.04997	0.460269	0.529767	0.071858	0.361409	0.494877	0.052606	0.462	0.361639	0.146203	0.427954	0.677911	0.161339	0.487802	0.053701	-0.03164	0.093332	0.10983	0.033081	0.1594	0.121685	0.136052	0.141251	1.032465	-0.078242	0.162026	0.085789	0.023907	0.10959	0.521646	0.058583	0.206036	0.501122	0.042954	0.110828	0.343656	0.122107	0.136331	0.633942	0.160887	0.055057	0.053375	-0.09133	0.278149	1.014649	836	2.783333
-0.039338	0.490781	0.117269	-0.003524	0.409895	0.123617	0.138166	0.414096	1.036038	-0.10059	0.436053	0.077383	0.049986	0.460234	0.529744	0.071806	0.361479	0.494862	0.052592	0.462028	0.361695	0.146194	0.427937	0.677887	0.161332	0.487812	0.05372	-0.031634	0.093344	0.10983	0.033106	0.159378	0.121652	0.136049	0.141197	1.032463	-0.078219	0.161966	0.085721	0.023941	0.109618	0.521562	0.058546	0.206068	0.501076	0.042962	0.110814	0.343663	0.122393	0.136356	0.633983	0.160906	0.055083	0.053357	-0.091302	0.278087	1.014586	837	2.786667
-0.039325	0.490747	0.117248	-0.003507	0.409949	0.123598	0.138155	0.414102	1.036095	-0.100578	0.436107	0.077433	0.049986	0.460217	0.529755	0.071685	0.361517	0.494795	0.052596	0.462022	0.36167	0.146221	0.427928	0.67795	0.161347	0.487811	0.053715	-0.031621	0.093347	0.109849	0.033124	0.159428	0.12168	0.136046	0.141204	1.032488	-0.078237	0.162007	0.085762	0.023922	0.109547	0.52165	0.058678	0.206006	0.50118	0.042982	0.110811	0.343656	0.122333	0.136413	0.633902	0.160903	0.055065	0.053353	-0.091326	0.278098	1.014607	838	2.79
-0.039317	0.49074	0.117249	-0.003543	0.40991	0.123667	0.138155	0.414089	1.03608	-0.100565	0.436088	0.077371	0.049975	0.46024	0.529764	0.071777	0.361514	0.494763	0.05263	0.462018	0.361655	0.146214	0.427895	0.677922	0.161364	0.487806	0.053694	-0.031626	0.093314	0.109835	0.033093	0.159421	0.12169	0.136009	0.14123	1.03248	-0.078243	0.16199	0.085779	0.02391	0.109549	0.52162	0.058634	0.205975	0.501219	0.042934	0.110827	0.343643	0.122081	0.13626	0.633949	0.160895	0.05505	0.053329	-0.091341	0.278099	1.01459	839	2.793333
-0.039337	0.490767	0.117225	-0.00352	0.409928	0.123701	0.138145	0.414069	1.036083	-0.100592	0.436074	0.077411	0.049968	0.460189	0.529722	0.071835	0.361356	0.494833	0.052616	0.461998	0.36166	0.146202	0.427911	0.677921	0.161365	0.487807	0.053716	-0.031656	0.093353	0.109881	0.033107	0.159416	0.121692	0.136077	0.141178	1.032482	-0.078221	0.162014	0.085777	0.023925	0.109559	0.521575	0.058566	0.206046	0.501117	0.042959	0.110801	0.343627	0.122468	0.136431	0.634122	0.160899	0.055072	0.05336	-0.091315	0.278071	1.014557	840	2.796667
-0.039319	0.49076	0.117221	-0.003567	0.409976	0.123534	0.138162	0.414084	1.036082	-0.100597	0.436103	0.077379	0.049967	0.460211	0.529739	0.071819	0.361411	0.494904	0.052635	0.461968	0.361681	0.146216	0.427849	0.677899	0.161348	0.487783	0.053698	-0.031636	0.093332	0.109827	0.033114	0.159386	0.121624	0.136037	0.141187	1.0325	-0.078224	0.161994	0.085724	0.023926	0.109571	0.521609	0.058526	0.206069	0.501093	0.042967	0.110808	0.343639	0.122336	0.136312	0.633934	0.16089	0.055045	0.053336	-0.091328	0.278078	1.014599	841	2.8
-0.039336	0.490734	0.117221	-0.003532	0.409925	0.123656	0.138151	0.414074	1.036091	-0.100609	0.436106	0.07742	0.050004	0.460187	0.529742	0.071765	0.361407	0.494837	0.052635	0.461984	0.361668	0.146214	0.427865	0.677924	0.161342	0.487797	0.05367	-0.031629	0.09331	0.109848	0.033106	0.159409	0.121676	0.13606	0.141155	1.032519	-0.078257	0.162036	0.085829	0.023892	0.109581	0.52164	0.05857	0.206032	0.501137	0.042945	0.110804	0.343632	0.122597	0.136392	0.634018	0.160882	0.055056	0.053348	-0.091322	0.278077	1.014589	842	2.803333
-0.039353	0.490743	0.117238	-0.003514	0.40995	0.123638	0.138136	0.414064	1.036074	-0.100589	0.436099	0.077427	0.050015	0.460214	0.529739	0.071762	0.361461	0.494813	0.052632	0.461996	0.361664	0.146193	0.427802	0.677874	0.161353	0.487794	0.053707	-0.031629	0.093359	0.109855	0.033114	0.159395	0.121663	0.135988	0.141209	1.032501	-0.078252	0.162039	0.085797	0.023956	0.109566	0.521581	0.058551	0.206019	0.501055	0.042968	0.110775	0.343672	0.122457	0.136331	0.634006	0.160879	0.055079	0.053355	-0.091336	0.278031	1.014559	843	2.806667
-0.039339	0.49078	0.117251	-0.003551	0.409966	0.123666	0.138118	0.414049	1.036068	-0.100579	0.436083	0.077412	0.05	0.460195	0.529735	0.071889	0.361357	0.494876	0.052659	0.461959	0.361645	0.146178	0.427821	0.677902	0.161349	0.487817	0.053698	-0.031642	0.093336	0.109838	0.033102	0.159359	0.121669	0.13598	0.141168	1.032501	-0.078236	0.162018	0.085786	0.023946	0.109578	0.521605	0.058684	0.20594	0.5012	0.042948	0.110772	0.343618	0.122286	0.13637	0.633858	0.160895	0.055059	0.053363	-0.091344	0.278029	1.014557	844	2.81
-0.039331	0.490745	0.117262	-0.003548	0.409917	0.123618	0.138127	0.414053	1.036074	-0.100601	0.436117	0.077431	0.050037	0.460201	0.529767	0.071826	0.361352	0.494817	0.05264	0.461968	0.361669	0.146164	0.427806	0.67792	0.161356	0.487809	0.053697	-0.031639	0.093331	0.109854	0.033106	0.159418	0.121672	0.136007	0.141144	1.032486	-0.078263	0.162071	0.085833	0.023952	0.109572	0.521603	0.058675	0.205908	0.501169	0.042963	0.110764	0.343629	0.122281	0.13639	0.633807	0.16091	0.055066	0.053341	-0.091357	0.278016	1.014591	845	2.813333
-0.039323	0.490751	0.117252	-0.003551	0.409913	0.123673	0.138114	0.414053	1.036099	-0.100599	0.436083	0.07743	0.050032	0.460199	0.529746	0.071938	0.361322	0.494901	0.052651	0.461966	0.361638	0.146226	0.427827	0.67796	0.161361	0.487798	0.053675	-0.031628	0.093304	0.109836	0.033116	0.159425	0.121666	0.136046	0.141117	1.032531	-0.078238	0.162021	0.085783	0.02396	0.109569	0.521566	0.058605	0.205994	0.501098	0.042957	0.110753	0.343607	0.122311	0.136252	0.633851	0.160891	0.055051	0.053317	-0.091337	0.278031	1.014555	846	2.816667
-0.039332	0.490738	0.117251	-0.003511	0.409922	0.123584	0.138116	0.414063	1.036072	-0.100586	0.436096	0.077413	0.050014	0.460168	0.52972	0.071795	0.361424	0.494797	0.052655	0.461946	0.361645	0.14622	0.427761	0.677897	0.161357	0.487795	0.053699	-0.031657	0.093332	0.109855	0.033091	0.159364	0.12168	0.136023	0.14111	1.032507	-0.078251	0.162029	0.085772	0.02395	0.109543	0.521565	0.058615	0.205955	0.501121	0.042934	0.110752	0.343625	0.122112	0.136304	0.633894	0.160888	0.055079	0.053339	-0.091351	0.278005	1.014543	847	2.82
-0.039312	0.490738	0.117268	-0.003549	0.409988	0.123612	0.138102	0.414034	1.036067	-0.100564	0.436067	0.077423	0.050029	0.460143	0.52974	0.071833	0.361392	0.494756	0.05267	0.461989	0.361664	0.146211	0.427737	0.677888	0.161336	0.487795	0.05372	-0.031626	0.093316	0.109796	0.0331	0.159382	0.121666	0.135997	0.141113	1.032514	-0.078228	0.162016	0.085763	0.023962	0.109546	0.521563	0.058664	0.205951	0.501143	0.04297	0.110756	0.343631	0.122357	0.136309	0.633879	0.160887	0.055069	0.053356	-0.09132	0.278002	1.014502	848	2.823333
-0.039321	0.490728	0.117256	-0.003485	0.409901	0.123633	0.138095	0.414036	1.036081	-0.100585	0.436092	0.077419	0.050052	0.460171	0.529764	0.07183	0.361421	0.494812	0.052663	0.461945	0.361664	0.146179	0.427752	0.677955	0.161353	0.487799	0.053706	-0.031636	0.093332	0.109858	0.033123	0.159351	0.12165	0.136009	0.141098	1.03253	-0.078267	0.162051	0.085853	0.023949	0.109506	0.521619	0.058667	0.205914	0.501153	0.042968	0.110777	0.343637	0.122426	0.136328	0.634004	0.160918	0.055067	0.05338	-0.091355	0.277989	1.01453	849	2.826667
-0.039333	0.490709	0.117292	-0.003537	0.409979	0.123562	0.138072	0.414011	1.036071	-0.100607	0.436078	0.077396	0.050027	0.46014	0.52972	0.071808	0.361411	0.494796	0.052666	0.461942	0.361649	0.146217	0.427707	0.677934	0.161346	0.487783	0.053687	-0.031647	0.093286	0.10983	0.033097	0.159394	0.121659	0.136007	0.141102	1.03254	-0.078283	0.162072	0.085867	0.023989	0.109526	0.521575	0.058511	0.205981	0.501125	0.042989	0.110704	0.343642	0.122477	0.136463	0.634029	0.16088	0.055091	0.053349	-0.091361	0.277991	1.014544	850	2.83
-0.039309	0.490722	0.117243	-0.003551	0.409922	0.123615	0.138087	0.414056	1.036086	-0.100589	0.436052	0.077439	0.050042	0.460136	0.529729	0.07186	0.361382	0.494832	0.052664	0.461951	0.361638	0.146224	0.427682	0.677904	0.161344	0.487809	0.053717	-0.031646	0.093312	0.10981	0.033106	0.159389	0.121668	0.136014	0.141057	1.032543	-0.078279	0.162011	0.085833	0.023944	0.109525	0.52162	0.058578	0.205941	0.501133	0.043005	0.11074	0.343628	0.122339	0.136337	0.633903	0.160879	0.055054	0.053322	-0.091351	0.277971	1.014501	851	2.833333
-0.039334	0.490697	0.117231	-0.003505	0.40995	0.123646	0.138068	0.41404	1.0361	-0.100579	0.436089	0.077434	0.050057	0.460128	0.529752	0.071817	0.361398	0.494839	0.052668	0.461969	0.361648	0.146216	0.427708	0.677959	0.161339	0.487795	0.053725	-0.031635	0.093308	0.109817	0.033085	0.15938	0.121686	0.13603	0.141063	1.032557	-0.078261	0.162049	0.085831	0.023976	0.109502	0.521577	0.058621	0.205929	0.50116	0.042947	0.110719	0.343597	0.122102	0.136284	0.633917	0.160866	0.055063	0.053339	-0.091388	0.277941	1.014518	852	2.836667
-0.0393	0.490731	0.117244	-0.003552	0.409958	0.123608	0.13803	0.413999	1.036074	-0.100597	0.436102	0.077465	0.050059	0.460131	0.529745	0.07185	0.361366	0.494852	0.052695	0.461914	0.361668	0.146222	0.427709	0.677976	0.161355	0.487773	0.053718	-0.031623	0.093306	0.109817	0.033107	0.159396	0.121686	0.13599	0.141067	1.03256	-0.07828	0.16204	0.085851	0.023928	0.109483	0.521623	0.058613	0.205922	0.50114	0.042959	0.110729	0.343628	0.122324	0.136328	0.633887	0.160869	0.055059	0.053317	-0.091401	0.277932	1.014517	853	2.84
-0.039311	0.490751	0.117261	-0.003513	0.409956	0.123617	0.138044	0.414033	1.036089	-0.100568	0.436087	0.077435	0.050071	0.460136	0.529767	0.071865	0.361359	0.494844	0.05268	0.461942	0.36167	0.146189	0.427704	0.677974	0.16137	0.487791	0.053701	-0.031603	0.093323	0.109825	0.033096	0.159323	0.121661	0.136011	0.141046	1.032575	-0.078281	0.162033	0.085834	0.023945	0.109477	0.521622	0.058547	0.205902	0.501099	0.042965	0.110768	0.34362	0.122427	0.136308	0.633971	0.160895	0.055064	0.053342	-0.091409	0.277941	1.014475	854	2.843333
-0.039314	0.490756	0.117233	-0.003507	0.409901	0.123629	0.138014	0.414029	1.036088	-0.100579	0.436075	0.077418	0.050081	0.460123	0.529756	0.071811	0.361374	0.494833	0.052683	0.461938	0.361662	0.146216	0.427705	0.677983	0.161361	0.487777	0.053675	-0.031652	0.093294	0.109806	0.033125	0.159362	0.121694	0.136016	0.141062	1.032571	-0.07825	0.162005	0.085808	0.023935	0.109413	0.521657	0.058586	0.205897	0.501098	0.04297	0.110698	0.343618	0.122546	0.136284	0.634074	0.160899	0.055077	0.053332	-0.091383	0.277951	1.014472	855	2.846667
-0.039316	0.490713	0.117283	-0.003523	0.409951	0.12361	0.137978	0.414025	1.0361	-0.100591	0.436065	0.077456	0.050068	0.460111	0.529767	0.071966	0.361312	0.494862	0.05267	0.461922	0.361653	0.146194	0.42763	0.677897	0.161361	0.487817	0.0537	-0.031637	0.09332	0.109841	0.033082	0.159363	0.121688	0.136011	0.141044	1.032582	-0.078225	0.161992	0.085757	0.023985	0.109422	0.521616	0.058513	0.205935	0.50109	0.04299	0.110702	0.343619	0.122423	0.136285	0.633946	0.160892	0.055041	0.053342	-0.091409	0.277891	1.014455	856	2.85
-0.039315	0.490746	0.11723	-0.003484	0.409932	0.123602	0.137968	0.413973	1.036095	-0.100569	0.43608	0.077449	0.050052	0.460111	0.529749	0.071819	0.361469	0.494839	0.052697	0.461944	0.361668	0.146196	0.427697	0.678029	0.161364	0.4878	0.053698	-0.031643	0.093299	0.109791	0.033094	0.159386	0.121701	0.135997	0.141035	1.032581	-0.078267	0.162031	0.0858	0.023995	0.109443	0.521614	0.05864	0.205836	0.501176	0.042977	0.110714	0.343587	0.122266	0.13633	0.633934	0.160897	0.05505	0.053354	-0.09144	0.277867	1.014486	857	2.853333
-0.039323	0.490732	0.117266	-0.003518	0.409883	0.123696	0.137968	0.414026	1.036116	-0.100594	0.436056	0.077419	0.050085	0.460092	0.529723	0.071842	0.361388	0.494829	0.052673	0.461914	0.361651	0.146224	0.427651	0.677972	0.161361	0.487817	0.053701	-0.031651	0.093301	0.109814	0.033078	0.159347	0.12165	0.136002	0.141031	1.032563	-0.078256	0.16204	0.085831	0.023983	0.109455	0.521604	0.058671	0.205838	0.501187	0.04294	0.110682	0.343577	0.122426	0.136291	0.633932	0.160873	0.055052	0.053336	-0.091436	0.277849	1.014445	858	2.856667
-0.03931	0.490748	0.117263	-0.003512	0.409899	0.123643	0.137948	0.414009	1.03612	-0.100587	0.436094	0.077434	0.05007	0.460097	0.529754	0.071964	0.361308	0.494881	0.052691	0.461915	0.361665	0.146204	0.427636	0.678022	0.161353	0.487806	0.053711	-0.031646	0.093315	0.10983	0.033088	0.159366	0.121716	0.135947	0.141065	1.032542	-0.078236	0.162014	0.085783	0.023981	0.10941	0.521616	0.058686	0.205863	0.501183	0.042972	0.110672	0.343605	0.122342	0.13626	0.633878	0.160881	0.055064	0.053327	-0.091431	0.277874	1.014456	859	2.86
-0.039301	0.490742	0.117229	-0.00349	0.409948	0.123561	0.137913	0.413972	1.036124	-0.100594	0.436068	0.07739	0.05006	0.460112	0.52975	0.071969	0.361313	0.494902	0.052679	0.46197	0.361689	0.146198	0.427647	0.678022	0.161352	0.487809	0.053697	-0.031664	0.093302	0.109822	0.033128	0.159365	0.121625	0.136032	0.141045	1.032578	-0.078254	0.162012	0.085786	0.024012	0.109424	0.521619	0.058686	0.205857	0.501236	0.042985	0.110726	0.343621	0.1225	0.136257	0.633903	0.160896	0.05508	0.053361	-0.091463	0.277865	1.014435	860	2.863333
-0.039306	0.490717	0.117262	-0.003503	0.409932	0.123651	0.137925	0.414027	1.036161	-0.100582	0.436075	0.07742	0.050057	0.460092	0.529734	0.071917	0.361332	0.494909	0.0527	0.461929	0.361678	0.146191	0.427642	0.678025	0.161369	0.487814	0.0537	-0.031664	0.09331	0.109829	0.033091	0.159386	0.121661	0.136034	0.141017	1.032638	-0.078241	0.161998	0.085756	0.024022	0.109403	0.521597	0.058628	0.205878	0.50118	0.042991	0.110681	0.343597	0.122449	0.136248	0.634021	0.160884	0.05505	0.053367	-0.091454	0.277866	1.014428	861	2.866667
-0.039318	0.490757	0.117275	-0.003575	0.409915	0.123701	0.137882	0.414003	1.036131	-0.100586	0.436048	0.07745	0.050046	0.460106	0.529749	0.072	0.361287	0.494927	0.052673	0.461958	0.361681	0.146142	0.427659	0.677987	0.161358	0.487788	0.053704	-0.031642	0.093332	0.109855	0.03307	0.159361	0.121689	0.136023	0.141028	1.032575	-0.07825	0.162008	0.085823	0.024012	0.109404	0.521632	0.058617	0.205809	0.501164	0.04293	0.110721	0.343565	0.12237	0.136291	0.63389	0.1609	0.055056	0.053326	-0.091478	0.277836	1.014404	862	2.87
