LAnkle	LAnkle	LAnkle	LAnkleMed	LAnkleMed	LAnkleMed	LASIS	LASIS	LASIS	LHeel	LHeel	LHeel	LKnee	LKnee	LKnee	LKneeMed	LKneeMed	LKneeMed	LShank	LShank	LShank	LThigh	LThigh	LThigh	LToe	LToe	LToe	RAnkle	RAnkle	RAnkle	RAnkleMed	RAnkleMed	RAnkleMed	RASIS	RASIS	RASIS	RHeel	RHeel	RHeel	RKnee	RKnee	RKnee	RKneeMed	RKneeMed	RKneeMed	RShank	RShank	RShank	RThigh	RThigh	RThigh	RToe	RToe	RToe	VSacral	VSacral	VSacral																			
X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z																				
2.247832	0.342925	-0.012311	2.290324	0.265385	0.004529	2.244635	0.318817	0.865562	2.190013	0.277982	-0.044665	2.369057	0.383337	0.393421	2.398458	0.278794	0.372897	2.366345	0.358354	0.22397	2.392478	0.341824	0.567259	2.446976	0.344859	-0.090378	2.007	0.05508	-0.049705	2.056246	0.136589	-0.039006	2.251668	0.047657	0.860317	1.93832	0.110127	-0.068399	2.148243	0.03723	0.344048	2.16513	0.143561	0.333144	2.132533	0.06597	0.162029	2.24168	0.073881	0.465571	2.193258	0.066029	-0.12395	2.020413	0.18487	0.823223																			1071	3.566667
2.260138	0.344146	-0.016039	2.302334	0.266433	0.001323	2.248622	0.31874	0.864661	2.203067	0.279298	-0.049914	2.372904	0.382504	0.392442	2.402364	0.278089	0.37212	2.373236	0.358427	0.222833	2.396177	0.340983	0.566428	2.460901	0.346457	-0.089865	2.007067	0.055171	-0.049677	2.05636	0.136716	-0.03912	2.255291	0.047534	0.85964	1.938375	0.110188	-0.068413	2.149585	0.037354	0.343691	2.166451	0.143675	0.332797	2.133311	0.065987	0.161772	2.243693	0.073727	0.464709	2.193323	0.066007	-0.123989	2.024199	0.184932	0.822667																			1072	3.57
2.272438	0.345323	-0.019755	2.314375	0.267617	-0.001706	2.252679	0.318758	0.863817	2.21616	0.280598	-0.054971	2.376611	0.381643	0.391499	2.406231	0.277555	0.371112	2.380161	0.358481	0.221707	2.399805	0.340259	0.565462	2.474812	0.348109	-0.089197	2.007155	0.055269	-0.049649	2.056471	0.136799	-0.039172	2.258935	0.047426	0.859006	1.938413	0.110289	-0.068398	2.150899	0.037359	0.34337	2.167811	0.143723	0.332368	2.134045	0.066011	0.161462	2.245829	0.073788	0.463958	2.193311	0.065949	-0.124056	2.027932	0.185132	0.822117																			1073	3.573333
2.28475	0.346585	-0.023233	2.326387	0.268699	-0.004682	2.256739	0.318732	0.862968	2.229464	0.281904	-0.06006	2.380194	0.380833	0.390284	2.40999	0.276923	0.369993	2.386931	0.358529	0.22057	2.403327	0.339559	0.564433	2.488592	0.349916	-0.088389	2.007208	0.055348	-0.049677	2.056553	0.136855	-0.039235	2.262571	0.047388	0.858239	1.938453	0.110361	-0.068369	2.152214	0.037442	0.342912	2.169112	0.143829	0.332079	2.134787	0.066063	0.161155	2.247878	0.07379	0.463183	2.193295	0.06593	-0.1241	2.031654	0.185182	0.821466																			1074	3.576667
2.297214	0.347708	-0.026746	2.338436	0.269977	-0.007506	2.260832	0.318728	0.862025	2.242661	0.283279	-0.065028	2.383669	0.379992	0.389122	2.41362	0.276273	0.368918	2.393673	0.358603	0.21953	2.40688	0.338764	0.563233	2.502316	0.351678	-0.087333	2.007285	0.055405	-0.049633	2.05667	0.13695	-0.039302	2.266245	0.047308	0.85755	1.938472	0.110418	-0.06831	2.153544	0.037481	0.342466	2.170431	0.14397	0.331637	2.135633	0.066019	0.160807	2.249926	0.073721	0.462347	2.193309	0.065924	-0.124151	2.035558	0.185493	0.820889																			1075	3.58
2.309601	0.34909	-0.030004	2.35051	0.271175	-0.010344	2.26491	0.31871	0.861064	2.256055	0.284602	-0.069665	2.387083	0.379199	0.387814	2.417132	0.275682	0.367709	2.400307	0.358741	0.218433	2.410446	0.338198	0.561972	2.515972	0.35359	-0.086141	2.007365	0.055497	-0.049603	2.056751	0.137011	-0.039388	2.269948	0.047303	0.85688	1.938526	0.110445	-0.068277	2.154852	0.037571	0.342156	2.17181	0.143913	0.331102	2.136626	0.065714	0.160525	2.251987	0.073624	0.461459	2.193279	0.065888	-0.124185	2.039263	0.185653	0.820221																			1076	3.583333
2.321967	0.350437	-0.033111	2.362552	0.272496	-0.012907	2.269039	0.318741	0.860066	2.269421	0.285999	-0.074246	2.390388	0.37843	0.386517	2.420619	0.274947	0.366489	2.406872	0.358898	0.217327	2.413857	0.337517	0.560666	2.529501	0.35539	-0.084828	2.007428	0.055569	-0.049526	2.056914	0.137076	-0.03942	2.273713	0.047238	0.856218	1.938606	0.11054	-0.068234	2.156186	0.037622	0.34169	2.173115	0.143984	0.330768	2.136657	0.066558	0.160233	2.254398	0.073625	0.460367	2.193289	0.065864	-0.124293	2.043258	0.185921	0.819562																			1077	3.586667
2.334294	0.351679	-0.036102	2.374534	0.273756	-0.015462	2.273182	0.318668	0.859006	2.282763	0.287403	-0.078638	2.393541	0.377621	0.385025	2.424051	0.27429	0.365126	2.413314	0.359131	0.216262	2.41733	0.336903	0.559392	2.542932	0.35719	-0.083275	2.007547	0.055671	-0.049495	2.057065	0.137173	-0.039463	2.277511	0.047175	0.855518	1.938687	0.110632	-0.068177	2.157496	0.037729	0.341239	2.17446	0.144114	0.330337	2.137382	0.066611	0.159884	2.256626	0.073495	0.459587	2.193296	0.065762	-0.124372	2.046984	0.18594	0.818917																			1078	3.59
2.346567	0.353115	-0.038995	2.386655	0.275001	-0.017901	2.277359	0.318664	0.858049	2.296203	0.288813	-0.082922	2.396615	0.376785	0.383595	2.427288	0.273646	0.363593	2.419714	0.359307	0.215131	2.420662	0.336326	0.557837	2.556234	0.358968	-0.081653	2.007668	0.055699	-0.049429	2.05721	0.137257	-0.039523	2.28134	0.047168	0.85493	1.938746	0.110669	-0.068094	2.158868	0.037831	0.340928	2.175912	0.144075	0.329826	2.138082	0.066554	0.159492	2.258804	0.073497	0.458696	2.193272	0.065764	-0.124459	2.050964	0.186174	0.818122																			1079	3.593333
2.358804	0.354561	-0.041658	2.398565	0.276423	-0.020046	2.281566	0.318675	0.857028	2.309552	0.290337	-0.086943	2.399568	0.375901	0.381923	2.430552	0.27295	0.362029	2.426016	0.359631	0.214178	2.423975	0.335896	0.556216	2.569406	0.360965	-0.079651	2.007775	0.055759	-0.049374	2.057344	0.137328	-0.039543	2.285223	0.047207	0.854292	1.938859	0.11077	-0.068044	2.160181	0.037907	0.340612	2.177277	0.144074	0.329485	2.138797	0.066623	0.159235	2.261162	0.073432	0.457619	2.193288	0.065674	-0.124478	2.054868	0.186357	0.817286																			1080	3.596667
2.37097	0.355973	-0.044301	2.410375	0.277846	-0.022031	2.285815	0.31868	0.856008	2.322861	0.291805	-0.090784	2.402497	0.375086	0.380273	2.433857	0.272304	0.360382	2.432239	0.359788	0.213087	2.427229	0.335349	0.554428	2.582388	0.362853	-0.077622	2.007881	0.05589	-0.049293	2.057517	0.137364	-0.039621	2.289109	0.047171	0.853664	1.938948	0.110848	-0.067964	2.161483	0.037978	0.340206	2.178694	0.144111	0.329066	2.139528	0.066654	0.158961	2.263794	0.073263	0.456551	2.193265	0.065668	-0.124629	2.058754	0.186811	0.816605																			1081	3.6
2.382968	0.357457	-0.046622	2.422117	0.279273	-0.023927	2.290115	0.318752	0.854963	2.336359	0.293329	-0.094664	2.405265	0.374148	0.378621	2.43706	0.27157	0.358609	2.438388	0.360049	0.212114	2.430466	0.335082	0.552752	2.595171	0.364754	-0.075354	2.007994	0.055947	-0.04926	2.057671	0.137434	-0.039638	2.292989	0.047162	0.852982	1.939042	0.110905	-0.067856	2.162835	0.038018	0.339893	2.180145	0.144168	0.328712	2.140262	0.066656	0.158721	2.266352	0.072946	0.455535	2.193255	0.065586	-0.1247	2.06272	0.187272	0.815768																			1082	3.603333
2.394889	0.358936	-0.048855	2.43369	0.280787	-0.025457	2.29437	0.31868	0.853782	2.349493	0.294853	-0.098146	2.408015	0.373265	0.376824	2.440333	0.270914	0.357007	2.444444	0.360266	0.211138	2.43361	0.334652	0.550773	2.607695	0.366619	-0.072918	2.0081	0.055991	-0.049172	2.057856	0.137502	-0.039665	2.296756	0.04718	0.852189	1.939163	0.111024	-0.067725	2.164178	0.038087	0.339611	2.181651	0.144173	0.328284	2.140984	0.066641	0.158507	2.26879	0.07311	0.454631	2.193247	0.065498	-0.124761	2.066844	0.187289	0.814771																			1083	3.606667
2.40669	0.36051	-0.050951	2.445145	0.28231	-0.027025	2.298712	0.318718	0.852731	2.362448	0.296523	-0.101368	2.410744	0.372327	0.374962	2.442953	0.270275	0.354544	2.450362	0.360526	0.210203	2.436754	0.334339	0.548737	2.620033	0.368389	-0.070309	2.008249	0.056085	-0.049113	2.058063	0.137578	-0.039692	2.300561	0.047145	0.851404	1.939236	0.111128	-0.067595	2.165539	0.038182	0.339393	2.183096	0.144318	0.327986	2.14168	0.066707	0.158213	2.269556	0.072018	0.455685	2.19323	0.065489	-0.124871	2.070817	0.187791	0.813928																			1084	3.61
2.418258	0.362033	-0.052833	2.456382	0.283701	-0.028443	2.303055	0.318723	0.85158	2.375393	0.29818	-0.10449	2.413469	0.371297	0.373069	2.446074	0.269614	0.352437	2.456211	0.360769	0.209339	2.439846	0.334044	0.546672	2.632061	0.370185	-0.067495	2.008495	0.056247	-0.049124	2.058252	0.137669	-0.039693	2.303963	0.047092	0.850168	1.939355	0.111177	-0.067495	2.166898	0.03827	0.33907	2.184581	0.144424	0.327685	2.142441	0.066677	0.157943	2.271658	0.072141	0.455046	2.19316	0.065517	-0.124998	2.074839	0.188136	0.813145																			1085	3.613333
2.429703	0.363621	-0.054534	2.467413	0.285212	-0.029799	2.307454	0.318729	0.850459	2.388043	0.299896	-0.107424	2.416131	0.370261	0.371069	2.449211	0.268754	0.350377	2.462033	0.360926	0.20844	2.442916	0.333789	0.544464	2.643815	0.371893	-0.064587	2.008593	0.056494	-0.049041	2.058406	0.137662	-0.039749	2.307791	0.047092	0.849326	1.939477	0.111234	-0.067377	2.168252	0.038372	0.33872	2.186154	0.144487	0.327296	2.143211	0.066672	0.157742	2.273871	0.072051	0.454172	2.193204	0.065421	-0.125047	2.079004	0.188731	0.812177																			1086	3.616667
2.44087	0.365196	-0.056072	2.478125	0.286786	-0.030764	2.311842	0.318767	0.849281	2.400524	0.301597	-0.110114	2.418809	0.369271	0.369111	2.452392	0.26798	0.348259	2.467774	0.361065	0.20762	2.445814	0.333594	0.542035	2.655323	0.373681	-0.061436	2.008731	0.056596	-0.048952	2.058622	0.137713	-0.039725	2.311678	0.047063	0.848525	1.939572	0.111379	-0.067286	2.169659	0.038474	0.33848	2.187669	0.144608	0.326994	2.14397	0.066642	0.157503	2.276138	0.071933	0.453401	2.193333	0.06527	-0.12522	2.083133	0.189027	0.811197																			1087	3.62
2.451851	0.366856	-0.057375	2.488711	0.288278	-0.031704	2.316307	0.318875	0.848185	2.412746	0.303419	-0.112638	2.4216	0.368234	0.367088	2.455934	0.26572	0.347575	2.473406	0.361103	0.206775	2.448827	0.333436	0.539662	2.666493	0.375319	-0.05835	2.008925	0.056688	-0.048864	2.058862	0.137789	-0.039796	2.315682	0.047107	0.847784	1.939713	0.111477	-0.067121	2.171085	0.038613	0.338227	2.18928	0.144624	0.326548	2.144768	0.066573	0.157307	2.278418	0.0719	0.452533	2.192964	0.065554	-0.125143	2.087336	0.18932	0.810117																			1088	3.623333
2.462642	0.36843	-0.05859	2.499045	0.289797	-0.032497	2.320751	0.31888	0.846965	2.42471	0.305288	-0.114857	2.424389	0.367234	0.36511	2.459006	0.265041	0.345427	2.479002	0.361143	0.205989	2.451744	0.333313	0.537142	2.677299	0.376677	-0.055068	2.009074	0.05677	-0.04873	2.059093	0.137862	-0.039851	2.31959	0.047127	0.846945	1.939856	0.111604	-0.066969	2.172567	0.038812	0.337913	2.190925	0.144702	0.326029	2.145612	0.066543	0.157095	2.280717	0.071843	0.451547	2.192952	0.06551	-0.125237	2.091366	0.190032	0.809303																			1089	3.626667
2.473096	0.369945	-0.05965	2.509098	0.291227	-0.033124	2.32528	0.318903	0.845797	2.43641	0.307094	-0.117004	2.427266	0.366292	0.363138	2.462106	0.26419	0.343294	2.484495	0.361231	0.205291	2.454653	0.33322	0.534552	2.687753	0.378036	-0.051822	2.00923	0.056882	-0.048621	2.059253	0.137944	-0.039851	2.323532	0.047088	0.846078	1.939996	0.111677	-0.066855	2.174076	0.03896	0.337595	2.192547	0.144953	0.325598	2.146502	0.066502	0.156924	2.283067	0.071894	0.450535	2.192919	0.065455	-0.1253	2.095651	0.190436	0.808138																			1090	3.63
2.483375	0.371528	-0.060431	2.518837	0.292711	-0.033859	2.329858	0.319109	0.84467	2.44773	0.308939	-0.118966	2.430199	0.365348	0.361093	2.465295	0.263291	0.341306	2.489928	0.361252	0.204589	2.457525	0.33304	0.531781	2.697881	0.379259	-0.048513	2.009376	0.05697	-0.048463	2.059517	0.138016	-0.039915	2.327507	0.047178	0.84527	1.94013	0.111798	-0.066745	2.175673	0.039032	0.337215	2.194236	0.14521	0.325294	2.147406	0.066509	0.156626	2.285527	0.071779	0.449774	2.192896	0.065408	-0.125369	2.09988	0.190811	0.807154																			1091	3.633333
2.493317	0.373021	-0.061119	2.528286	0.294082	-0.034317	2.334435	0.319251	0.843468	2.458801	0.310765	-0.1207	2.43321	0.364438	0.359045	2.467785	0.264061	0.337768	2.495283	0.361291	0.203881	2.460367	0.332888	0.528928	2.707644	0.380416	-0.04522	2.009504	0.05713	-0.048268	2.059763	0.138151	-0.039987	2.331501	0.047131	0.844299	1.940283	0.111951	-0.066579	2.177347	0.03921	0.33682	2.195933	0.145499	0.324873	2.148343	0.066549	0.156338	2.287949	0.071761	0.448815	2.192893	0.065372	-0.125436	2.104061	0.191501	0.805942																			1092	3.636667
2.503008	0.37449	-0.061732	2.537533	0.295858	-0.035239	2.339528	0.32	0.842602	2.469523	0.312493	-0.122366	2.436316	0.363587	0.357059	2.470717	0.263227	0.335891	2.500528	0.361322	0.20329	2.463297	0.332844	0.52615	2.717053	0.381354	-0.042004	2.009666	0.057267	-0.048122	2.060021	0.138224	-0.040065	2.335584	0.047155	0.84342	1.940454	0.112095	-0.066423	2.179086	0.039345	0.336421	2.197775	0.145698	0.324314	2.149366	0.066618	0.155993	2.290445	0.071806	0.447721	2.192857	0.065343	-0.12549	2.108243	0.191982	0.805004																			1093	3.64
2.512398	0.375807	-0.062219	2.546471	0.297006	-0.03541	2.344233	0.320165	0.841293	2.479845	0.314266	-0.123682	2.439463	0.362771	0.355145	2.473696	0.262495	0.333975	2.505694	0.361314	0.202701	2.466206	0.332743	0.523157	2.726232	0.38228	-0.039099	2.009888	0.057401	-0.048016	2.060263	0.13837	-0.040048	2.33961	0.047163	0.842468	1.940832	0.11221	-0.066452	2.180952	0.039556	0.335886	2.199661	0.145848	0.323638	2.150459	0.066678	0.155782	2.292904	0.071871	0.446661	2.192859	0.065318	-0.125538	2.112482	0.192578	0.803828																			1094	3.643333
2.5216	0.377034	-0.06272	2.555139	0.298155	-0.035859	2.348905	0.320402	0.840067	2.489862	0.315971	-0.124988	2.442711	0.362113	0.353305	2.476615	0.261637	0.332278	2.510745	0.361414	0.202046	2.469154	0.332685	0.520319	2.735038	0.383106	-0.036275	2.010117	0.057579	-0.047835	2.0605	0.138467	-0.040097	2.343632	0.047219	0.841435	1.941016	0.11235	-0.066298	2.182882	0.039699	0.335417	2.201598	0.146039	0.323047	2.151603	0.066896	0.155329	2.295498	0.071907	0.445576	2.192842	0.065274	-0.125647	2.116858	0.193237	0.802686																			1095	3.646667
2.530437	0.378219	-0.063075	2.563621	0.299347	-0.036204	2.353667	0.320739	0.838863	2.499502	0.317479	-0.126117	2.44598	0.361517	0.351558	2.479564	0.260911	0.330547	2.515674	0.36147	0.201382	2.472077	0.332603	0.517422	2.743536	0.383714	-0.033617	2.010342	0.057771	-0.047657	2.060845	0.138632	-0.040126	2.347766	0.04725	0.840532	1.941216	0.112439	-0.066084	2.184904	0.039965	0.334861	2.203648	0.146444	0.322485	2.152793	0.066958	0.154871	2.29829	0.071849	0.444557	2.192858	0.065202	-0.125715	2.121152	0.19372	0.80163																			1096	3.65
2.538912	0.379321	-0.063462	2.571683	0.300217	-0.036506	2.358354	0.320927	0.837508	2.508879	0.318974	-0.127263	2.449335	0.360866	0.3498	2.482558	0.260142	0.328927	2.520574	0.361544	0.200866	2.474906	0.332332	0.514368	2.751753	0.384321	-0.031303	2.010554	0.05797	-0.047444	2.061177	0.138822	-0.040122	2.351842	0.047297	0.839481	1.941415	0.112573	-0.06575	2.187022	0.040101	0.334166	2.205982	0.146393	0.321381	2.154024	0.067062	0.154421	2.300928	0.071894	0.443356	2.192854	0.065181	-0.125796	2.125547	0.19428	0.800457																			1097	3.653333
2.547168	0.38023	-0.063789	2.579568	0.301043	-0.036894	2.363126	0.321223	0.83622	2.517832	0.320205	-0.128099	2.452739	0.360322	0.348223	2.485585	0.259447	0.327412	2.525373	0.361625	0.200187	2.477507	0.332015	0.511375	2.759649	0.384812	-0.029137	2.01084	0.058095	-0.047281	2.061586	0.138994	-0.040168	2.355964	0.047296	0.838535	1.941679	0.112811	-0.065553	2.189268	0.04025	0.333564	2.208289	0.146353	0.320542	2.15536	0.067229	0.153973	2.30366	0.071875	0.44215	2.192855	0.065143	-0.125903	2.129913	0.194819	0.799272																			1098	3.656667
2.555045	0.380988	-0.064141	2.587147	0.301672	-0.037105	2.367847	0.321447	0.834867	2.526418	0.32116	-0.129007	2.45617	0.359883	0.34664	2.488629	0.258973	0.325778	2.530244	0.361682	0.199475	2.480253	0.33187	0.508533	2.767252	0.385439	-0.027223	2.011102	0.058234	-0.047073	2.061887	0.139138	-0.040191	2.360029	0.047387	0.837396	1.941921	0.113077	-0.065288	2.191557	0.040492	0.332787	2.210696	0.146337	0.319645	2.156745	0.067516	0.153408	2.306577	0.071668	0.441138	2.192846	0.065082	-0.125981	2.134285	0.19557	0.79823																			1099	3.66
2.562632	0.381658	-0.064597	2.594547	0.302395	-0.037539	2.372657	0.321678	0.833466	2.534693	0.321998	-0.129927	2.459639	0.359358	0.345071	2.491788	0.258391	0.324337	2.534899	0.361727	0.19877	2.483052	0.33166	0.505915	2.774537	0.385913	-0.025748	2.01142	0.058461	-0.046832	2.062309	0.13934	-0.040276	2.364153	0.047412	0.836312	1.942233	0.113264	-0.065062	2.193939	0.040692	0.33217	2.213213	0.146491	0.318875	2.158218	0.067713	0.152914	2.30907	0.07148	0.439343	2.192848	0.065063	-0.126051	2.138634	0.196376	0.797344																			1100	3.663333
2.569853	0.382147	-0.06513	2.601623	0.302815	-0.038023	2.377465	0.321973	0.832069	2.542554	0.322552	-0.130878	2.463225	0.358967	0.343542	2.495159	0.257884	0.322974	2.539558	0.361703	0.19801	2.485852	0.331444	0.503376	2.781502	0.386306	-0.024423	2.011778	0.058685	-0.046619	2.062788	0.139555	-0.04023	2.368304	0.047531	0.835229	1.942545	0.113506	-0.064757	2.196441	0.040803	0.331354	2.215858	0.146505	0.317842	2.159637	0.067984	0.152244	2.312401	0.071568	0.437912	2.192856	0.065022	-0.126154	2.143082	0.19708	0.796302																			1101	3.666667
2.576732	0.382567	-0.065761	2.608288	0.303202	-0.038384	2.382302	0.322224	0.830661	2.550068	0.323027	-0.131871	2.466945	0.358633	0.342095	2.498539	0.257527	0.321606	2.544178	0.361721	0.197247	2.488722	0.33121	0.501079	2.788078	0.386824	-0.023365	2.012085	0.058972	-0.046252	2.063221	0.13974	-0.040255	2.372373	0.047604	0.834053	1.942926	0.11395	-0.06447	2.198993	0.041029	0.33057	2.218552	0.146562	0.316948	2.161219	0.068174	0.151626	2.315701	0.071488	0.436809	2.192863	0.065018	-0.126252	2.147593	0.197759	0.795355																			1102	3.67
2.583355	0.382792	-0.066565	2.614734	0.303553	-0.039028	2.387191	0.322457	0.829196	2.557121	0.323292	-0.132754	2.470807	0.358411	0.340627	2.502132	0.257114	0.320404	2.548791	0.361635	0.196269	2.49173	0.330878	0.499068	2.794371	0.387218	-0.022719	2.012454	0.059231	-0.045965	2.06369	0.139959	-0.040228	2.376586	0.047659	0.83301	1.942941	0.114262	-0.063835	2.201662	0.041104	0.329781	2.221327	0.146653	0.31601	2.162752	0.068373	0.151007	2.318911	0.071391	0.435677	2.192863	0.064987	-0.126373	2.15206	0.198457	0.794381																			1103	3.673333
2.589495	0.38291	-0.067358	2.620704	0.303753	-0.039594	2.392079	0.322679	0.827717	2.563718	0.323259	-0.133812	2.474698	0.358231	0.339299	2.505746	0.256871	0.319076	2.553348	0.361645	0.195347	2.495107	0.330699	0.497577	2.800317	0.387445	-0.022366	2.01284	0.059542	-0.045613	2.064275	0.1402	-0.040186	2.380725	0.047693	0.831809	1.943343	0.114576	-0.063437	2.204359	0.041237	0.328986	2.224204	0.146605	0.315115	2.164418	0.068615	0.150418	2.322062	0.071296	0.434304	2.192873	0.064927	-0.126472	2.156592	0.199212	0.793455																			1104	3.676667
2.595304	0.383097	-0.068413	2.626295	0.303845	-0.040371	2.39697	0.322913	0.826234	2.569878	0.323318	-0.134958	2.478843	0.358086	0.337806	2.509496	0.25674	0.317775	2.557942	0.361517	0.194299	2.498707	0.33046	0.49635	2.805932	0.387589	-0.022241	2.013252	0.059845	-0.045291	2.064834	0.140388	-0.040139	2.384918	0.047766	0.830731	1.943728	0.114906	-0.062888	2.2071	0.041339	0.328213	2.227185	0.146514	0.314002	2.166117	0.068826	0.149869	2.325342	0.071142	0.433123	2.192863	0.064939	-0.126568	2.161108	0.200072	0.792496																			1105	3.68
2.600734	0.383019	-0.069567	2.631579	0.303725	-0.041237	2.401892	0.323123	0.82471	2.575585	0.323217	-0.136216	2.483042	0.35801	0.336447	2.51354	0.256492	0.316743	2.562523	0.361428	0.193117	2.502429	0.330196	0.495186	2.811144	0.387514	-0.022418	2.013705	0.060134	-0.044835	2.065451	0.140583	-0.040076	2.389057	0.047891	0.82945	1.944192	0.115288	-0.062456	2.209909	0.041371	0.327357	2.230334	0.14651	0.312955	2.16782	0.069017	0.149189	2.328674	0.070893	0.431923	2.192865	0.064918	-0.126628	2.165727	0.200879	0.791588																			1106	3.683333
2.605806	0.383109	-0.07091	2.636464	0.303759	-0.042372	2.406785	0.323288	0.823107	2.580834	0.323033	-0.13751	2.487371	0.358002	0.335028	2.517539	0.25634	0.315521	2.567082	0.361236	0.191926	2.50673	0.32997	0.494424	2.816024	0.387392	-0.022956	2.014187	0.060414	-0.044458	2.066101	0.140804	-0.039986	2.393312	0.048003	0.828339	1.944669	0.11573	-0.061941	2.21278	0.04151	0.326543	2.233462	0.1464	0.31208	2.1696	0.068904	0.148749	2.332085	0.070596	0.430808	2.19285	0.064889	-0.126745	2.170259	0.201615	0.790681																			1107	3.686667
2.61047	0.38298	-0.07231	2.640938	0.303509	-0.043631	2.411698	0.323494	0.821631	2.585636	0.322936	-0.138986	2.491791	0.358137	0.333776	2.52174	0.256302	0.314268	2.571609	0.361101	0.190518	2.511629	0.329924	0.494108	2.820612	0.386883	-0.023812	2.014683	0.060716	-0.043991	2.066767	0.141022	-0.039772	2.397581	0.048064	0.827095	1.945161	0.116152	-0.061309	2.215715	0.041565	0.32581	2.236734	0.146208	0.310952	2.171439	0.069037	0.148127	2.335532	0.070331	0.429723	2.192841	0.06482	-0.126818	2.174949	0.202516	0.789766																			1108	3.69
2.614793	0.382843	-0.07377	2.645058	0.303394	-0.045148	2.416622	0.323719	0.82013	2.589904	0.322728	-0.140627	2.49632	0.358261	0.332519	2.526066	0.256225	0.313068	2.576172	0.360841	0.189066	2.516342	0.330012	0.493401	2.824844	0.386183	-0.02503	2.015151	0.061028	-0.043449	2.067505	0.141243	-0.039656	2.401848	0.048189	0.826	1.945699	0.116608	-0.06076	2.21875	0.041588	0.324915	2.240039	0.145997	0.309807	2.17328	0.06918	0.147536	2.338985	0.070234	0.428376	2.192833	0.064789	-0.126908	2.17957	0.203262	0.788768																			1109	3.693333
2.618749	0.38268	-0.075372	2.648764	0.303012	-0.0468	2.421529	0.3239	0.818692	2.593599	0.322704	-0.142276	2.50096	0.358385	0.331209	2.530427	0.256524	0.311632	2.580734	0.360684	0.187554	2.521312	0.329815	0.492708	2.828769	0.385166	-0.026586	2.015658	0.061367	-0.042893	2.068312	0.141467	-0.039471	2.406217	0.048245	0.824828	1.94629	0.117018	-0.060087	2.221791	0.041661	0.32421	2.243462	0.145825	0.308704	2.175223	0.069153	0.147039	2.342575	0.069876	0.427214	2.192848	0.064816	-0.126987	2.184273	0.204193	0.787796																			1110	3.696667
2.622566	0.382487	-0.077067	2.65208	0.302745	-0.048535	2.426434	0.324054	0.817218	2.596896	0.322627	-0.143948	2.505737	0.358535	0.329958	2.535092	0.256407	0.310398	2.585262	0.360487	0.18594	2.526366	0.329787	0.492037	2.832566	0.383898	-0.028518	2.016263	0.061659	-0.042339	2.069111	0.141663	-0.039293	2.410549	0.04843	0.823633	1.946898	0.117421	-0.059202	2.224951	0.041651	0.323368	2.246953	0.145711	0.307597	2.177255	0.069305	0.146475	2.346156	0.069755	0.425941	2.192819	0.064746	-0.127127	2.189047	0.204686	0.786707																			1111	3.7
2.625935	0.382215	-0.078993	2.655067	0.302264	-0.050414	2.431362	0.324236	0.815796	2.599726	0.322531	-0.145694	2.510587	0.358778	0.328844	2.539765	0.256605	0.309033	2.589731	0.360375	0.184336	2.531509	0.329853	0.491235	2.835881	0.382458	-0.030904	2.016857	0.061923	-0.041731	2.069963	0.141842	-0.039081	2.41492	0.048625	0.822481	1.94773	0.11767	-0.058491	2.228107	0.0416	0.32255	2.250526	0.145415	0.306339	2.17923	0.069384	0.14574	2.349822	0.069501	0.424913	2.19278	0.064685	-0.127229	2.193779	0.205513	0.785713																			1112	3.703333
2.628965	0.382018	-0.080766	2.657843	0.301792	-0.052599	2.43626	0.324407	0.814438	2.602093	0.322557	-0.147475	2.51553	0.359013	0.327698	2.544649	0.256779	0.307811	2.5942	0.360215	0.182673	2.536802	0.329871	0.490483	2.839209	0.380761	-0.033617	2.017485	0.06219	-0.041144	2.07077	0.141888	-0.038857	2.419386	0.048834	0.821276	1.948428	0.118093	-0.057653	2.231365	0.04167	0.321784	2.253374	0.146581	0.306237	2.181309	0.069479	0.145263	2.353463	0.069303	0.423652	2.192743	0.064679	-0.127305	2.198437	0.206384	0.784859																			1113	3.706667
2.631777	0.381669	-0.082738	2.660301	0.301361	-0.054784	2.441197	0.324614	0.81311	2.604045	0.322616	-0.149299	2.520568	0.359243	0.326554	2.549483	0.257101	0.306368	2.598649	0.359965	0.180813	2.542073	0.329903	0.489679	2.842237	0.378787	-0.036789	2.018108	0.062495	-0.040433	2.071922	0.141961	-0.038809	2.423822	0.049196	0.820002	1.949147	0.118469	-0.056685	2.234639	0.041663	0.321019	2.256972	0.146333	0.305057	2.183407	0.069518	0.144717	2.35732	0.068991	0.422566	2.192617	0.064715	-0.127456	2.203285	0.207224	0.783684																			1114	3.71
