LAnkle	LAnkle	LAnkle	LAnkleMed	LAnkleMed	LAnkleMed	LASIS	LASIS	LASIS	LHeel	LHeel	LHeel	LKnee	LKnee	LKnee	LKneeMed	LKneeMed	LKneeMed	LShank	LShank	LShank	LThigh	LThigh	LThigh	LToe	LToe	LToe	RAnkle	RAnkle	RAnkle	RAnkleMed	RAnkleMed	RAnkleMed	RASIS	RASIS	RASIS	RHeel	RHeel	RHeel	RKnee	RKnee	RKnee	RKneeMed	RKneeMed	RKneeMed	RShank	RShank	RShank	RThigh	RThigh	RThigh	RToe	RToe	RToe	VSacral	VSacral	VSacral																			
X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z																				
-0.394867	0.499941	0.111535	-0.353982	0.422072	0.116221	-0.213003	0.414978	1.024872	-0.451917	0.444228	0.070417	-0.323237	0.461885	0.525058	-0.298043	0.365283	0.489115	-0.312727	0.469864	0.3591	-0.222037	0.435639	0.668219	-0.191941	0.512181	0.04177	-0.39762	0.140569	0.104931	-0.338544	0.213714	0.114093	-0.197427	0.143186	1.017692	-0.451908	0.207594	0.076217	-0.301233	0.127863	0.509619	-0.278783	0.230604	0.496504	-0.296639	0.149354	0.328414	-0.210699	0.161357	0.628622	-0.206123	0.110896	0.042451	-0.436548	0.267026	1.010633																			219	0.726667
-0.394853	0.499902	0.111602	-0.353989	0.421982	0.116344	-0.212829	0.414392	1.024797	-0.452038	0.444243	0.070518	-0.323011	0.461632	0.525073	-0.297663	0.365056	0.489042	-0.31259	0.469763	0.35918	-0.221862	0.435368	0.668291	-0.191936	0.512161	0.041792	-0.397663	0.140523	0.104909	-0.338564	0.213639	0.114055	-0.196863	0.142587	1.017651	-0.451948	0.207548	0.076193	-0.301341	0.127629	0.509624	-0.278918	0.230456	0.496523	-0.296715	0.14927	0.328364	-0.210749	0.161183	0.628516	-0.206161	0.110944	0.042418	-0.436293	0.266351	1.010568																			220	0.73
-0.394852	0.499954	0.111686	-0.353912	0.422029	0.116265	-0.212682	0.413857	1.024757	-0.452003	0.44426	0.070599	-0.322749	0.461471	0.525114	-0.29763	0.364837	0.488796	-0.312409	0.469619	0.359218	-0.221679	0.435011	0.668228	-0.191989	0.512204	0.041824	-0.397702	0.140473	0.104871	-0.338644	0.213618	0.114018	-0.196993	0.142071	1.017451	-0.452	0.207536	0.076113	-0.301432	0.127415	0.509539	-0.279206	0.230266	0.496471	-0.296834	0.149176	0.328305	-0.211031	0.161066	0.628418	-0.206155	0.110955	0.042419	-0.436094	0.265696	1.010549																			221	0.733333
-0.394818	0.49992	0.111763	-0.353902	0.422062	0.116337	-0.212544	0.413297	1.024735	-0.452038	0.44422	0.070582	-0.322479	0.461209	0.525106	-0.297388	0.364688	0.488717	-0.312212	0.469532	0.359215	-0.221469	0.434755	0.668255	-0.191966	0.512184	0.041795	-0.397736	0.140434	0.104816	-0.338665	0.213658	0.113963	-0.19648	0.141519	1.017422	-0.452044	0.207545	0.076053	-0.30154	0.127221	0.509522	-0.279501	0.230222	0.496356	-0.296908	0.149053	0.328265	-0.211146	0.160785	0.6283	-0.20616	0.110945	0.042452	-0.435894	0.265039	1.010578																			222	0.736667
-0.394791	0.499945	0.111852	-0.353846	0.422089	0.116368	-0.212364	0.412695	1.024712	-0.451841	0.444247	0.070574	-0.322151	0.460949	0.525132	-0.29697	0.364329	0.488557	-0.312015	0.469412	0.359251	-0.221247	0.434409	0.668296	-0.191996	0.512158	0.041747	-0.397765	0.140466	0.104711	-0.338694	0.213674	0.113982	-0.196092	0.140974	1.017394	-0.452123	0.207504	0.07599	-0.301648	0.126998	0.509439	-0.279748	0.23008	0.496307	-0.297003	0.148909	0.328155	-0.211138	0.16034	0.628203	-0.206171	0.110985	0.042452	-0.435669	0.264381	1.010501																			223	0.74
-0.394777	0.499945	0.111962	-0.35382	0.422147	0.116436	-0.212278	0.412224	1.024658	-0.451839	0.444231	0.070593	-0.321853	0.460772	0.52518	-0.296384	0.364136	0.488692	-0.3118	0.469341	0.359357	-0.221012	0.434206	0.668393	-0.192036	0.512144	0.041772	-0.397828	0.14043	0.104666	-0.338811	0.213671	0.113954	-0.195722	0.140429	1.017303	-0.452106	0.207501	0.075903	-0.301762	0.126747	0.509434	-0.279834	0.229936	0.496335	-0.297139	0.148813	0.328074	-0.211228	0.160086	0.628013	-0.206185	0.110984	0.042471	-0.435434	0.263688	1.010427																			224	0.743333
-0.394761	0.499929	0.112054	-0.353749	0.422192	0.116434	-0.21211	0.411567	1.024642	-0.451894	0.444286	0.070736	-0.321462	0.460572	0.525203	-0.295842	0.363924	0.488643	-0.311514	0.469233	0.35933	-0.220825	0.433987	0.668506	-0.192077	0.512172	0.041729	-0.397869	0.140375	0.104584	-0.338884	0.213673	0.11385	-0.195351	0.139807	1.017264	-0.452181	0.207494	0.075855	-0.301885	0.126577	0.50932	-0.279893	0.229817	0.49636	-0.297207	0.148744	0.327999	-0.211264	0.159905	0.627884	-0.206176	0.110977	0.042473	-0.435243	0.263062	1.010416																			225	0.746667
-0.394748	0.499975	0.112143	-0.353665	0.422241	0.116506	-0.211953	0.411047	1.024685	-0.451758	0.444253	0.070695	-0.321092	0.460398	0.525197	-0.295414	0.363799	0.488669	-0.311249	0.46919	0.359379	-0.220811	0.433499	0.66841	-0.19208	0.512169	0.041713	-0.397878	0.140387	0.104497	-0.338902	0.213815	0.113896	-0.195205	0.139315	1.017022	-0.452206	0.207489	0.075748	-0.301977	0.126287	0.508975	-0.280071	0.229628	0.496356	-0.297304	0.148642	0.327919	-0.211563	0.159604	0.627577	-0.206262	0.111035	0.042508	-0.435028	0.262389	1.010356																			226	0.75
-0.394739	0.499999	0.112276	-0.353681	0.422289	0.116567	-0.211773	0.410475	1.024708	-0.451926	0.444328	0.070891	-0.320685	0.460245	0.525288	-0.295078	0.363857	0.488466	-0.311041	0.469143	0.359462	-0.220551	0.433242	0.668449	-0.192093	0.512179	0.041694	-0.397911	0.140319	0.104373	-0.338966	0.213691	0.113869	-0.194921	0.138809	1.01695	-0.452243	0.207455	0.075635	-0.302077	0.126117	0.508984	-0.280274	0.229502	0.496307	-0.297396	0.14857	0.327823	-0.211393	0.159364	0.627549	-0.206208	0.111026	0.042484	-0.434787	0.261683	1.010264																			227	0.753333
-0.394707	0.500051	0.112341	-0.353594	0.422326	0.11664	-0.211555	0.409764	1.024691	-0.451776	0.444266	0.070858	-0.320264	0.460053	0.525243	-0.294167	0.363574	0.488482	-0.310702	0.469113	0.359469	-0.220019	0.433273	0.668755	-0.192135	0.512162	0.041655	-0.397973	0.140356	0.104361	-0.339051	0.213752	0.113814	-0.194689	0.13821	1.016783	-0.45232	0.207403	0.075534	-0.30215	0.125928	0.508876	-0.280409	0.229311	0.496326	-0.297457	0.148488	0.327764	-0.211457	0.15914	0.627388	-0.206221	0.111032	0.042494	-0.434571	0.260967	1.010177																			228	0.756667
-0.394689	0.500045	0.112419	-0.353545	0.422334	0.116659	-0.211352	0.409259	1.024763	-0.451754	0.444291	0.070933	-0.319784	0.459913	0.52532	-0.293615	0.363579	0.488452	-0.310416	0.469101	0.359441	-0.219729	0.43299	0.66893	-0.192162	0.512148	0.041654	-0.397994	0.140372	0.104313	-0.33909	0.213781	0.113713	-0.194374	0.137687	1.016695	-0.452369	0.207398	0.075455	-0.302255	0.125704	0.508816	-0.280615	0.229141	0.496316	-0.297547	0.148431	0.327632	-0.211573	0.158771	0.627113	-0.206286	0.111089	0.042598	-0.434358	0.260275	1.010118																			229	0.76
-0.394658	0.5001	0.112541	-0.35347	0.422406	0.116736	-0.211278	0.408638	1.024791	-0.451809	0.444368	0.071029	-0.319263	0.45976	0.525382	-0.292677	0.363366	0.4885	-0.310096	0.469087	0.359496	-0.219488	0.432842	0.66892	-0.192185	0.512178	0.041639	-0.397998	0.140347	0.104227	-0.339204	0.213785	0.113716	-0.194016	0.137064	1.016511	-0.452421	0.207385	0.07538	-0.302346	0.125493	0.508729	-0.280772	0.228977	0.496277	-0.297597	0.148374	0.327599	-0.211563	0.158525	0.626956	-0.206244	0.111102	0.04255	-0.434186	0.259648	1.010084																			230	0.763333
-0.394642	0.500129	0.11269	-0.353386	0.422506	0.116802	-0.211195	0.408088	1.024779	-0.451746	0.444375	0.071022	-0.318724	0.459683	0.52546	-0.292171	0.36357	0.488369	-0.309749	0.46911	0.359499	-0.219105	0.432695	0.669155	-0.1922	0.512177	0.041643	-0.398038	0.140356	0.104133	-0.339301	0.213761	0.113603	-0.194164	0.136589	1.016263	-0.452469	0.207388	0.075245	-0.302407	0.125275	0.508625	-0.280932	0.228775	0.496262	-0.297663	0.148288	0.327516	-0.21149	0.158094	0.626905	-0.206263	0.111131	0.042552	-0.433949	0.258939	1.009996																			231	0.766667
-0.394568	0.500199	0.112798	-0.353273	0.422548	0.116931	-0.211033	0.407514	1.024799	-0.451727	0.444383	0.071115	-0.318195	0.459554	0.525499	-0.29124	0.363362	0.488267	-0.309438	0.469132	0.359518	-0.21871	0.43248	0.669231	-0.192231	0.512164	0.041609	-0.398117	0.140308	0.104085	-0.339349	0.213851	0.113561	-0.193673	0.136082	1.016209	-0.452546	0.20736	0.075177	-0.302484	0.12506	0.508549	-0.281083	0.228655	0.496278	-0.2977	0.148227	0.327405	-0.21161	0.157881	0.626809	-0.206295	0.111118	0.042574	-0.433723	0.258225	1.009872																			232	0.77
-0.394528	0.500196	0.112918	-0.353168	0.422576	0.116936	-0.210835	0.40687	1.024893	-0.45168	0.444399	0.071168	-0.317614	0.459486	0.525533	-0.290602	0.363357	0.488096	-0.308963	0.469182	0.3596	-0.218407	0.432398	0.6694	-0.19227	0.512181	0.041616	-0.398148	0.14029	0.104068	-0.339458	0.213956	0.113586	-0.193383	0.135535	1.016119	-0.452585	0.207369	0.075099	-0.302526	0.124817	0.508472	-0.281301	0.228471	0.496169	-0.297801	0.148191	0.327303	-0.211646	0.157596	0.626545	-0.206323	0.111179	0.042604	-0.433552	0.257487	1.009788																			233	0.773333
-0.394483	0.500254	0.113066	-0.35308	0.422717	0.116938	-0.210735	0.406359	1.024958	-0.451575	0.444413	0.071357	-0.31665	0.459529	0.525702	-0.289711	0.363362	0.488076	-0.308557	0.469258	0.359592	-0.217865	0.432158	0.669483	-0.192287	0.512168	0.041562	-0.398183	0.140291	0.104013	-0.339461	0.213948	0.113513	-0.193412	0.135007	1.015879	-0.45263	0.207352	0.075009	-0.302538	0.124605	0.508354	-0.281393	0.228289	0.496149	-0.297844	0.148144	0.32717	-0.211522	0.157482	0.62651	-0.206346	0.111199	0.04262	-0.43332	0.25681	1.009719																			234	0.776667
-0.394435	0.500274	0.113189	-0.352929	0.422705	0.11719	-0.210551	0.405686	1.025049	-0.451597	0.444425	0.071419	-0.316013	0.459483	0.525783	-0.288871	0.363413	0.487971	-0.308098	0.469262	0.359588	-0.217737	0.431863	0.669506	-0.192289	0.512189	0.041545	-0.398182	0.140306	0.103904	-0.339612	0.21389	0.113359	-0.192863	0.134338	1.01588	-0.452704	0.207326	0.074982	-0.302555	0.124392	0.508142	-0.281515	0.228109	0.496116	-0.297867	0.148056	0.327093	-0.211617	0.157251	0.626253	-0.206342	0.111249	0.042627	-0.433156	0.256158	1.009607																			235	0.78
-0.394363	0.500299	0.113309	-0.352843	0.422826	0.117217	-0.210438	0.405105	1.025107	-0.451475	0.444426	0.071429	-0.315364	0.459454	0.525856	-0.288004	0.363452	0.487912	-0.307626	0.469309	0.35962	-0.217289	0.431657	0.669591	-0.192322	0.512188	0.041549	-0.398186	0.14025	0.103827	-0.339669	0.213965	0.113381	-0.192564	0.133783	1.015733	-0.452716	0.207331	0.074899	-0.302562	0.124159	0.507967	-0.281593	0.227899	0.496108	-0.297879	0.147969	0.32702	-0.211682	0.156939	0.626	-0.206362	0.111265	0.042579	-0.432974	0.255415	1.009505																			236	0.783333
-0.394314	0.50035	0.113477	-0.352755	0.42284	0.117371	-0.210337	0.404525	1.025125	-0.451335	0.444368	0.071568	-0.314673	0.459431	0.525907	-0.287032	0.363456	0.487926	-0.307136	0.469359	0.359639	-0.216551	0.431918	0.669989	-0.192326	0.512194	0.041511	-0.398247	0.14024	0.103824	-0.339726	0.213985	0.11331	-0.192321	0.133244	1.015631	-0.452761	0.207302	0.074823	-0.302542	0.123979	0.507872	-0.281698	0.227642	0.496123	-0.297933	0.147892	0.326893	-0.211611	0.156679	0.625911	-0.206365	0.111253	0.042689	-0.432755	0.254629	1.009405																			237	0.786667
-0.394233	0.500408	0.113605	-0.352581	0.422976	0.117464	-0.210155	0.403862	1.025197	-0.451318	0.444387	0.071654	-0.31394	0.459455	0.525942	-0.286083	0.363515	0.487864	-0.306625	0.469407	0.359675	-0.21605	0.431768	0.670069	-0.192348	0.512209	0.041456	-0.398253	0.140264	0.103745	-0.339728	0.214039	0.113235	-0.192156	0.132719	1.015383	-0.452819	0.207288	0.074761	-0.302522	0.123756	0.507761	-0.281861	0.227449	0.496076	-0.297935	0.147804	0.326773	-0.21152	0.156518	0.625966	-0.206354	0.111272	0.042593	-0.432574	0.25394	1.009314																			238	0.79
-0.394168	0.500409	0.113762	-0.352475	0.422953	0.117463	-0.210125	0.403362	1.025235	-0.451313	0.444517	0.07191	-0.313198	0.459345	0.525983	-0.285091	0.363446	0.487817	-0.30609	0.469462	0.359743	-0.215533	0.431606	0.670173	-0.192372	0.51217	0.041503	-0.398295	0.140229	0.103697	-0.339846	0.214012	0.113198	-0.192118	0.132216	1.015197	-0.452839	0.207282	0.074678	-0.302467	0.123528	0.507744	-0.281916	0.227241	0.496071	-0.297915	0.147712	0.326713	-0.211346	0.156317	0.625803	-0.206387	0.111293	0.042699	-0.432387	0.253279	1.009243																			239	0.793333
-0.394083	0.500442	0.113925	-0.352372	0.423073	0.117616	-0.209967	0.402736	1.025331	-0.451245	0.444487	0.071963	-0.312427	0.459348	0.526031	-0.284192	0.363561	0.487757	-0.30553	0.469501	0.359656	-0.214894	0.43181	0.670479	-0.192384	0.512191	0.041457	-0.398306	0.140196	0.103652	-0.339881	0.214018	0.113169	-0.191969	0.131592	1.015062	-0.452895	0.207244	0.074635	-0.302424	0.123265	0.50768	-0.281937	0.226996	0.496102	-0.297952	0.147611	0.326634	-0.211468	0.156135	0.625645	-0.206384	0.111315	0.042604	-0.432202	0.252535	1.009122																			240	0.796667
-0.393991	0.500479	0.11407	-0.352238	0.423063	0.117778	-0.20975	0.402139	1.025447	-0.451196	0.444523	0.072133	-0.311663	0.459363	0.526096	-0.283366	0.36374	0.487621	-0.30495	0.469556	0.359692	-0.21432	0.431624	0.670618	-0.192398	0.512195	0.041437	-0.39832	0.140181	0.103597	-0.340614	0.213715	0.112824	-0.191359	0.130882	1.015081	-0.452926	0.207258	0.074564	-0.302356	0.122995	0.50732	-0.281985	0.226716	0.496063	-0.297907	0.147511	0.326542	-0.211516	0.155957	0.625517	-0.20636	0.11131	0.042592	-0.431967	0.251821	1.008964																			241	0.8
-0.393914	0.500508	0.114252	-0.352092	0.423214	0.117845	-0.209583	0.40148	1.025536	-0.451142	0.444518	0.072243	-0.310808	0.45938	0.526164	-0.282353	0.36366	0.487598	-0.304376	0.469618	0.359727	-0.213677	0.431531	0.670795	-0.1924	0.512187	0.041423	-0.398351	0.140141	0.103568	-0.340795	0.213617	0.112773	-0.191426	0.130444	1.014851	-0.452973	0.207205	0.074505	-0.302337	0.122745	0.507268	-0.282101	0.226566	0.49604	-0.297919	0.147403	0.326492	-0.211307	0.155806	0.625453	-0.206414	0.11135	0.042647	-0.431755	0.251125	1.008824																			242	0.803333
-0.39383	0.500587	0.114465	-0.351962	0.423306	0.117878	-0.209478	0.400854	1.025577	-0.451061	0.444528	0.072384	-0.309918	0.459428	0.526255	-0.281276	0.363776	0.487644	-0.303745	0.469692	0.359781	-0.21304	0.431483	0.670988	-0.192414	0.512189	0.041428	-0.398362	0.140116	0.103503	-0.340952	0.213655	0.112836	-0.191316	0.129839	1.014618	-0.452994	0.207229	0.074448	-0.302266	0.12253	0.507301	-0.282143	0.226336	0.496023	-0.297918	0.147266	0.326375	-0.211289	0.155607	0.62548	-0.206448	0.111368	0.042643	-0.431575	0.250399	1.008702																			243	0.806667
-0.393756	0.500708	0.114628	-0.351774	0.423365	0.118044	-0.209366	0.400265	1.025636	-0.450999	0.444598	0.072668	-0.309004	0.459498	0.526333	-0.28023	0.363751	0.487577	-0.303153	0.469742	0.359825	-0.212412	0.431402	0.671161	-0.192465	0.512174	0.041444	-0.398375	0.140069	0.103445	-0.340969	0.213577	0.112695	-0.190956	0.129239	1.014558	-0.453039	0.207185	0.074378	-0.302197	0.122273	0.507205	-0.282137	0.226014	0.496036	-0.297929	0.147135	0.326283	-0.211115	0.155258	0.625262	-0.206429	0.11138	0.042695	-0.431389	0.249723	1.00857																			244	0.81
-0.39364	0.500791	0.114875	-0.351669	0.423459	0.118209	-0.209173	0.399662	1.025714	-0.450912	0.44466	0.072812	-0.308053	0.459544	0.526387	-0.279098	0.363882	0.487576	-0.302467	0.46977	0.359839	-0.211643	0.43144	0.671362	-0.192455	0.512184	0.041395	-0.39839	0.13999	0.103353	-0.341044	0.213583	0.112743	-0.190786	0.128628	1.014475	-0.453088	0.207178	0.074298	-0.302146	0.122049	0.507089	-0.282192	0.225774	0.496056	-0.297967	0.147017	0.326198	-0.21109	0.155108	0.625383	-0.206459	0.111398	0.042666	-0.431206	0.248991	1.008465																			245	0.813333
-0.393508	0.500868	0.115104	-0.351547	0.423543	0.118382	-0.209009	0.399148	1.025861	-0.450843	0.444692	0.073032	-0.307022	0.459637	0.52651	-0.278087	0.363874	0.487516	-0.30178	0.469892	0.359884	-0.210924	0.431339	0.671539	-0.192469	0.512205	0.041378	-0.398463	0.139916	0.103285	-0.341064	0.213579	0.112782	-0.190488	0.128055	1.014441	-0.453193	0.207147	0.074271	-0.302116	0.121777	0.507043	-0.28221	0.225444	0.496002	-0.297897	0.146908	0.326123	-0.211052	0.154793	0.625202	-0.206486	0.111378	0.042684	-0.430982	0.248405	1.008299																			246	0.816667
-0.393375	0.500969	0.115326	-0.351379	0.423629	0.118435	-0.20882	0.398481	1.025963	-0.450912	0.444734	0.073388	-0.306085	0.459753	0.526628	-0.277131	0.363982	0.487442	-0.300973	0.470027	0.360017	-0.210129	0.431308	0.671736	-0.192465	0.512219	0.041358	-0.398452	0.13987	0.10316	-0.34099	0.2136	0.11275	-0.189988	0.127389	1.014422	-0.453255	0.2071	0.074172	-0.302097	0.121479	0.506981	-0.282308	0.225194	0.495956	-0.297823	0.14675	0.326108	-0.211016	0.154393	0.625055	-0.206494	0.111407	0.042701	-0.430798	0.247695	1.008151																			247	0.82
-0.393258	0.501061	0.115582	-0.351212	0.423839	0.118681	-0.20861	0.397778	1.026062	-0.450718	0.444783	0.073585	-0.304992	0.459847	0.526717	-0.275892	0.364099	0.487462	-0.300274	0.47008	0.359947	-0.209356	0.431387	0.672	-0.192509	0.512235	0.041369	-0.398523	0.139825	0.103142	-0.340927	0.213551	0.112728	-0.190201	0.126932	1.014141	-0.453305	0.207032	0.074083	-0.302113	0.121228	0.506952	-0.282363	0.224991	0.49591	-0.297717	0.146619	0.326059	-0.210929	0.154247	0.625021	-0.206508	0.111403	0.042767	-0.430565	0.247132	1.008037																			248	0.823333
-0.393104	0.501147	0.115839	-0.351028	0.423921	0.118858	-0.208448	0.397204	1.026133	-0.45059	0.444801	0.073789	-0.30386	0.459892	0.526743	-0.274662	0.364126	0.487445	-0.299484	0.470232	0.360012	-0.208503	0.431421	0.672313	-0.192488	0.51224	0.041364	-0.398551	0.139729	0.103076	-0.340845	0.213601	0.112778	-0.189978	0.126254	1.01407	-0.453362	0.207018	0.07404	-0.302064	0.121007	0.506866	-0.282418	0.224761	0.495889	-0.297585	0.146514	0.326047	-0.210863	0.153951	0.624872	-0.206549	0.111452	0.042737	-0.430309	0.246444	1.007869																			249	0.826667
-0.392932	0.501184	0.116096	-0.350842	0.424008	0.11917	-0.208218	0.396532	1.026275	-0.450441	0.444754	0.073974	-0.302734	0.460059	0.52686	-0.273339	0.364192	0.487469	-0.298604	0.47043	0.360103	-0.207691	0.431245	0.672519	-0.192528	0.512243	0.04137	-0.398593	0.139669	0.102981	-0.340822	0.213591	0.11281	-0.189448	0.125607	1.014063	-0.453429	0.20695	0.073953	-0.301999	0.120767	0.506662	-0.282497	0.224476	0.495859	-0.297531	0.146335	0.325981	-0.210789	0.153676	0.624997	-0.206537	0.111446	0.04276	-0.430112	0.245787	1.00771																			250	0.83
-0.392746	0.501321	0.116395	-0.350608	0.424154	0.119325	-0.20813	0.395988	1.026385	-0.450312	0.44481	0.074223	-0.301518	0.460168	0.527012	-0.27222	0.364427	0.487392	-0.297795	0.470526	0.360155	-0.206829	0.431233	0.672743	-0.192488	0.512207	0.041363	-0.398666	0.139617	0.102887	-0.340829	0.213545	0.112738	-0.18947	0.1251	1.013878	-0.453502	0.206926	0.073836	-0.301619	0.11975	0.506664	-0.282525	0.224192	0.495858	-0.297708	0.146157	0.325892	-0.210813	0.153298	0.624906	-0.206577	0.111508	0.042754	-0.42995	0.245203	1.00761																			251	0.833333
-0.392531	0.501442	0.116683	-0.350415	0.424119	0.119618	-0.207907	0.395377	1.026551	-0.450381	0.444983	0.074829	-0.300282	0.460315	0.527113	-0.270786	0.364499	0.487502	-0.29692	0.470702	0.360167	-0.206186	0.430844	0.672919	-0.192512	0.51224	0.041355	-0.398734	0.139572	0.102832	-0.340846	0.213601	0.112728	-0.188905	0.124412	1.013926	-0.45357	0.206887	0.07378	-0.302	0.120217	0.506418	-0.282554	0.223915	0.495837	-0.297746	0.146041	0.325781	-0.210792	0.153162	0.624794	-0.206601	0.11149	0.042785	-0.429749	0.244576	1.007432																			252	0.836667
-0.39233	0.501541	0.117014	-0.350211	0.424213	0.119793	-0.207638	0.394713	1.026754	-0.45013	0.445023	0.075019	-0.299056	0.460421	0.527181	-0.269617	0.364652	0.487317	-0.296001	0.470852	0.360306	-0.205066	0.431118	0.673341	-0.192511	0.512253	0.041381	-0.398801	0.139525	0.102743	-0.340858	0.213563	0.112713	-0.188968	0.123919	1.013673	-0.453634	0.206841	0.073667	-0.301707	0.119378	0.506381	-0.282691	0.223735	0.495781	-0.297843	0.145882	0.325635	-0.210736	0.152837	0.624735	-0.206623	0.11149	0.042801	-0.429538	0.244031	1.007333																			253	0.84
-0.392134	0.501571	0.117319	-0.349941	0.424331	0.11996	-0.207514	0.394061	1.026828	-0.450102	0.445034	0.075444	-0.297719	0.460582	0.52733	-0.268069	0.364632	0.487436	-0.294982	0.470954	0.360313	-0.204154	0.431175	0.673714	-0.192448	0.512241	0.041381	-0.398839	0.139511	0.102606	-0.340949	0.21355	0.11264	-0.188912	0.12328	1.013587	-0.453712	0.206783	0.07358	-0.301974	0.119684	0.506253	-0.282768	0.22341	0.495741	-0.297892	0.145711	0.325555	-0.210701	0.152799	0.624631	-0.206659	0.111514	0.042803	-0.429108	0.243185	1.007078																			254	0.843333
-0.391913	0.50163	0.117654	-0.349676	0.424347	0.120271	-0.20732	0.393417	1.026994	-0.449828	0.445016	0.075802	-0.29624	0.460818	0.527458	-0.266592	0.364644	0.487412	-0.293897	0.471145	0.360455	-0.203133	0.431137	0.67398	-0.192461	0.512243	0.041439	-0.398934	0.139461	0.10255	-0.341028	0.213471	0.112603	-0.188551	0.122619	1.01356	-0.453792	0.206778	0.073419	-0.301705	0.118869	0.506229	-0.282841	0.223158	0.49571	-0.297956	0.145598	0.325442	-0.210793	0.152556	0.624473	-0.206669	0.11154	0.042868	-0.428852	0.24264	1.006934																			255	0.846667
-0.391653	0.501673	0.117967	-0.349363	0.424381	0.120505	-0.207139	0.392799	1.027097	-0.449633	0.445094	0.076271	-0.294842	0.460986	0.527578	-0.265062	0.364929	0.487481	-0.292876	0.471203	0.360413	-0.202073	0.431033	0.674268	-0.192468	0.512232	0.041458	-0.398972	0.139388	0.102425	-0.341156	0.213457	0.112551	-0.188162	0.122028	1.01343	-0.453883	0.20673	0.073295	-0.301717	0.118597	0.506125	-0.283001	0.222917	0.495607	-0.298002	0.145452	0.325349	-0.210893	0.152325	0.624316	-0.206711	0.111581	0.042911	-0.428674	0.241953	1.00669																			256	0.85
-0.391423	0.50169	0.11834	-0.34909	0.424376	0.120639	-0.206945	0.392087	1.027221	-0.449525	0.445056	0.076741	-0.293313	0.461207	0.527769	-0.263516	0.365098	0.48754	-0.291697	0.471362	0.360437	-0.20094	0.431013	0.674679	-0.192432	0.512272	0.041504	-0.399046	0.13935	0.102302	-0.341229	0.213476	0.112455	-0.188189	0.121406	1.013266	-0.453971	0.206708	0.073194	-0.302111	0.118921	0.5059	-0.28311	0.222693	0.495575	-0.298112	0.145355	0.325215	-0.21091	0.151983	0.624254	-0.20675	0.111604	0.042931	-0.428411	0.241398	1.00655																			257	0.853333
-0.391145	0.501728	0.118687	-0.348788	0.424374	0.121	-0.206672	0.391505	1.027489	-0.449309	0.445056	0.077201	-0.291692	0.46148	0.527887	-0.261586	0.365063	0.487659	-0.290659	0.471533	0.36061	-0.199904	0.43095	0.674986	-0.192397	0.512219	0.041518	-0.399145	0.139375	0.102251	-0.341374	0.213498	0.112354	-0.187783	0.120847	1.013124	-0.454069	0.206658	0.073048	-0.302121	0.118698	0.505682	-0.283308	0.222453	0.495477	-0.298179	0.145249	0.325125	-0.210902	0.151796	0.624105	-0.206767	0.111603	0.042993	-0.428177	0.240783	1.006335																			258	0.856667
-0.390808	0.501761	0.119108	-0.348471	0.424469	0.121205	-0.206465	0.390816	1.02764	-0.449062	0.44497	0.077624	-0.290134	0.461642	0.528024	-0.259962	0.365234	0.487613	-0.289416	0.471649	0.360637	-0.198814	0.430802	0.675287	-0.192364	0.51227	0.041562	-0.399255	0.139304	0.102097	-0.341538	0.213438	0.112297	-0.18745	0.120264	1.013132	-0.454132	0.206658	0.072873	-0.302239	0.118398	0.505594	-0.283356	0.222229	0.495358	-0.29825	0.145111	0.325002	-0.211008	0.151471	0.623936	-0.206828	0.111607	0.042995	-0.427963	0.240331	1.006263																			259	0.86
-0.390518	0.501719	0.119525	-0.348097	0.424434	0.121747	-0.206347	0.390186	1.027745	-0.448798	0.444904	0.078177	-0.288516	0.461668	0.528052	-0.258135	0.365308	0.487643	-0.288118	0.471745	0.360656	-0.19763	0.430757	0.675628	-0.192356	0.512261	0.041663	-0.399384	0.139287	0.101978	-0.341661	0.213404	0.112221	-0.187448	0.119647	1.0129	-0.454229	0.206626	0.072756	-0.301924	0.117647	0.505636	-0.283498	0.222005	0.495286	-0.298433	0.144981	0.324846	-0.211019	0.151185	0.623693	-0.20688	0.111683	0.043044	-0.427713	0.23979	1.006067																			260	0.863333
-0.390193	0.501697	0.120005	-0.347697	0.42437	0.121987	-0.206115	0.3895	1.027959	-0.448836	0.44499	0.07899	-0.28651	0.462174	0.528308	-0.256493	0.365572	0.487558	-0.28674	0.471929	0.360713	-0.196423	0.430691	0.676025	-0.192328	0.512246	0.04171	-0.399492	0.139225	0.10178	-0.341801	0.213455	0.11207	-0.186958	0.118975	1.012949	-0.454371	0.206635	0.072564	-0.302145	0.117385	0.505387	-0.283679	0.221736	0.495219	-0.298536	0.14484	0.324654	-0.211214	0.150895	0.623486	-0.206942	0.111679	0.04314	-0.427499	0.23934	1.00598																			261	0.866667
